species,area_combo,survey_year,area,n_stations,n_pos_catch,area_cpue,boot_area_cpue,boot_bias,boot_sd,boot_lci,boot_uci,akfin_load_date
Spiny dogfish,FMP (without Inside waters),2005,BSAI,188,1,3.84926958113486e-5,3.91100596428975e-5,6.17363831548904e-7,3.8711461256829e-5,0,2.31107898098209e-4,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2005,CAN,168,164,0.125329644551995,0.125183243407402,-1.46401144593022e-4,0.00936941232126688,0.109897515000733,0.146035858031233,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2005,GOA,695,368,0.0824889455786089,0.0827460184094732,2.57072830864249e-4,0.00631254746889468,0.07104355652409,0.0959063797234155,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2005,WC,84,42,0.0412269810313928,0.0414149877132493,1.88006681856513e-4,0.0084869352239172,0.027121066161514,0.0616554945321041,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2006,BSAI,227,8,4.54523786618535e-4,4.58025349269594e-4,3.50156265105882e-6,1.66340374331536e-4,1.9026573848427e-4,8.65074827329037e-4,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2006,CAN,168,166,0.139558278789912,0.139087275622023,-4.71003167889006e-4,0.00864330291144301,0.123973701025635,0.158077254511161,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2006,GOA,693,362,0.0914777867479942,0.0912948221869275,-1.82964561066701e-4,0.00647111689071509,0.0797159786095421,0.104918429612934,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2006,WC,109,46,0.0530531165224086,0.0530474261960449,-5.69032636365402e-6,0.0098422107765955991,0.0356563667186363,0.0759733406209094,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2007,BSAI,220,7,3.70728183315988e-4,3.67661607044174e-4,-3.06657627181372e-6,1.41162319811193e-4,1.38970784614999e-4,7.41047455445448e-4,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2007,GOA,702,346,0.0897157244773358,0.0896599278965604,-5.57965807754524e-5,0.00571672777649363,0.0796304434183307,0.101775241040949,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2007,WC,102,46,0.0854065404776703,0.0863016762235668,8.95135745896516e-4,0.0161708227912544,0.0588329349280485,0.122253706636008,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2008,BSAI,215,13,9.87669512711663e-4,9.98440281182254e-4,1.0770768470591e-5,3.17288072267355e-4,5.15243372706834e-4,0.00183068189694671,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2008,GOA,694,355,0.063202877488636,0.0631613049657993,-4.15725228366665e-5,0.0045657729757744,0.0544795865397714,0.0729079827513997,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2008,WC,122,57,0.0556016337601913,0.0554090189436865,-1.92614816504864e-4,0.00934238234415781,0.0395826434252985,0.07719845203508,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2009,BSAI,218,2,6.68768278281214e-5,6.46409715411695e-5,-2.2358562869518902e-006,4.53234175793785e-5,0,2.1300195527126e-4,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2009,GOA,679,388,0.0559072267028307,0.0557554759042061,-1.5175079862461e-4,0.00433451737878262,0.0483931255104948,0.0659257435503856,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2009,WC,101,64,0.04531297471879,0.0449601470398954,-3.52827678894559e-4,0.00915183317921076,0.0307648077996787,0.0673678888833033,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2010,BSAI,217,9,2.60499469033722e-4,2.62787454269983e-4,2.28798523626097e-6,8.57753876296424e-5,1.16172626265278e-4,4.63859102610341e-4,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2010,CAN,170,168,0.130915019381365,0.130952299839322,3.72804579575337e-5,0.0112141170438144,0.110331585405829,0.154659345951732,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2010,WC,83,40,0.0300582636166556,0.0300792209073674,2.09572907118698e-5,0.0079039256583413,0.0174190546233352,0.0491805275949845,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2011,BSAI,216,5,1.9361871773743e-4,1.99173917642353e-4,5.55519990492293e-6,8.53059448144507e-5,7.67150601840661e-5,4.24903086544994e-4,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2011,CAN,170,165,0.129759010853648,0.130076523855844,3.17513002195374e-4,0.010523122952149,0.110021943947026,0.151976927951098,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2011,WC,134,63,0.0573422437534106,0.0573358715880948,-6.37216531574475e-6,0.00961812220927558,0.0395667796789421,0.0779490299671911,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2012,BSAI,221,3,1.71965038021653e-4,1.71092156720564e-4,-8.72881301088193e-7,1.03535670077609e-4,5.70196453171901e-5,5.15395252023238e-4,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2012,CAN,168,164,0.0945090526632109,0.0944474619521953,-6.15907110155939e-5,0.00871628774432676,0.079499514103712,0.114333482459751,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2012,WC,94,40,0.0398651956403776,0.0394658923208504,-3.99303319527214e-4,0.0103964588543874,0.0243462283364493,0.0680096652744979,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2013,BSAI,216,9,3.50705651336398e-4,3.52661406793696e-4,1.95575545729833e-6,1.18041074103821e-4,1.5588518511693e-4,6.24752001229546e-4,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2013,CAN,169,153,0.10490432870011,0.104723158506966,-1.81170193143815e-4,0.00907525623335166,0.0889064464624851,0.124873097219298,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2013,WC,118,48,0.0379071952382445,0.0376839857382664,-2.23209499978068e-4,0.00760633219203599,0.0253848273829849,0.0559004508629929,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2014,BSAI,274,5,1.58021978987955e-4,1.54602669794966e-4,-3.41930919298898e-6,7.42505773094805e-5,5.28601592535273e-5,3.95792828203777e-4,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2014,CAN,168,164,0.0771050182302562,0.0773667014327515,2.61683202495255e-4,0.00725137509399776,0.0637567392644918,0.0925366146082134,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2014,WC,170,65,0.0313937506304656,0.0313521105124154,-4.16401180502041e-5,0.00601222211449309,0.021770056779695,0.0462950604108675,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2015,BSAI,218,2,6.75946035861414e-5,6.61931993775762e-5,-1.40140420856519e-6,4.60413586271867e-5,0,2.04395395866213e-4,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2015,CAN,168,162,0.0555763728028342,0.0558152033326995,2.38830529865321e-4,0.00486752350069376,0.0470023212844277,0.0665741214303915,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2015,WC,104,62,0.0407134168342208,0.0410432617117565,3.29844877535693e-4,0.00866205468203206,0.0268560440562759,0.062522656289009,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2016,BSAI,290,0,0,0,0,0,0,0,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2016,CAN,169,162,0.0552284560362026,0.0552377530792762,9.29704307359863e-6,0.00704882120053748,0.0433426790227315,0.0728450275112793,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2016,GOA,693,316,0.0642744641502301,0.0641986001775919,-7.58639726381599e-5,0.00504482478144165,0.0552379234406388,0.0750475697386539,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2016,WC,103,35,0.0355291675273577,0.0354130552503739,-1.16112276983812e-4,0.00754766689955096,0.0230142362205935,0.0535707271186225,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2017,BSAI,324,0,0,0,0,0,0,0,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2017,CAN,168,158,0.0876214580124168,0.0878072425374052,1.85784524988422e-4,0.00965126579807582,0.0702809674678326,0.108354696462198,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2017,GOA,697,379,0.0937017458058617,0.0936697312639395,-3.20145419221846e-5,0.0054542676875917,0.0837255071469105,0.104703911408676,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2017,WC,186,60,0.0323676401442564,0.0322865461340713,-8.10940101850857e-5,0.00596563668708771,0.0219751778646715,0.0458635062407624,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2018,BSAI,223,1,3.07724748555644e-5,3.05469559599473e-5,-2.25518895617126e-7,3.0537763602263e-5,0,1.82749028833916e-4,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2018,CAN,301,286,0.10741756716606,0.107580898578716,1.6333141265544e-4,0.00683293138524878,0.0946079045811301,0.121373707538927,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2018,GOA,686,355,0.0563971456093733,0.0564840705682885,8.69249589152202e-5,0.00440530295163286,0.0487996321209289,0.0662270430916286,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2018,WC,116,56,0.0636730093867734,0.0635252973906045,-1.47711996168878e-4,0.0115899327892411,0.0447904534346526,0.091331833823571,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2019,BSAI,221,1,3.12515985968738e-5,3.17114004265386e-5,4.59801829664836e-7,3.12774611469868e-5,0,1.82344358892946e-4,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2019,CAN,164,155,0.0637375665803628,0.06384333124607,1.05764665707164e-4,0.00519421321871127,0.0538908969270832,0.0739391572934063,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2019,GOA,799,425,0.0832059341744676,0.0830968531865667,-1.09080987900856e-4,0.00487108525989924,0.0742900345115164,0.0936999940441834,2022-07-22T00:15:30Z
Spiny dogfish,FMP (without Inside waters),2019,WC,104,49,0.0364060687898022,0.0361847114581604,-2.21357331641733e-4,0.00925878310585215,0.022794911404434,0.0614775056867324,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,1998,AI,77,2,1.94197877233001e-4,1.90089905712695e-4,-4.10797152030642e-6,1.31773041679762e-4,0,7.51086149019752e-4,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,1998,BS,41,2,3.66187275009477e-4,3.56429410185451e-4,-9.75786482402565e-6,2.4580392229842e-4,0,0.00110349824928864,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,1998,CAN,130,114,0.126828588167338,0.126886547473159,5.79593058206984e-5,0.0121582906375426,0.103786782768606,0.15167237007335,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,1998,CGOA,387,196,0.0385900005987347,0.0385162449475514,-7.37556511833173e-5,0.00415910456693403,0.0313887289994273,0.0482380124242172,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,1998,EGOA,192,180,0.209221395061192,0.209104784722618,-1.16610338573853e-4,0.0154151168857882,0.178268784729175,0.239047727769084,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,1998,INSIDE,67,34,0.0285906632440981,0.0287081269628122,1.17463718714166e-4,0.00765217154455112,0.0173261001983259,0.0495719141087881,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,1998,WGOA,126,24,0.00186537116046121,0.00185450118332766,-1.08699771335426e-5,3.73579409086239e-4,0.00122390557165624,0.00280968040987448,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,1999,AI,91,4,3.15264734220953e-4,3.1519924507312e-4,-6.54891478330715e-8,1.54576716761627e-4,7.86481905752404e-5,7.83276881939299e-4,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,1999,BS,8,0,0,0,0,0,0,0,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,1999,CAN,169,154,0.132427619143773,0.132727153717965,2.99534574191906e-4,0.0132992695615149,0.109782361964692,0.160373249787313,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,1999,CGOA,389,121,0.0145388628121031,0.0145134659555151,-2.5396856588018e-5,0.00209221973575418,0.0110302992210301,0.0196399962795258,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,1999,EGOA,190,138,0.0995373907735253,0.0997179510547678,1.80560281242512e-4,0.0111804086365335,0.0800772256033368,0.12366171350287,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,1999,INSIDE,70,30,0.0224000007902393,0.0224383568308836,3.8356040644321e-5,0.00662633735714773,0.0127829344201416,0.0417974897689861,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,1999,WC,84,36,0.0470601893583313,0.0476471602404018,5.86970882070464e-4,0.0133765018579491,0.0249042566735667,0.0778648145560573,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,1999,WGOA,122,5,3.6734412247297e-4,3.63113004033967e-4,-4.23111843900334e-6,1.69807424497395e-4,1.17499823302821e-4,9.09980416675957e-4,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2000,AI,98,2,1.51369091341828e-4,1.49082728303316e-4,-2.28636303851231e-6,1.04307641405865e-4,0,4.73525325753723e-4,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2000,BS,95,0,0,0,0,0,0,0,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2000,CGOA,376,131,0.0277109452988318,0.0274818666770011,-2.29078621830692e-4,0.00348661886986598,0.0216740512851758,0.0356090295946617,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2000,EGOA,183,145,0.122758851478235,0.122835996393049,7.71449148138648e-5,0.0118672827450653,0.10044473529264,0.146214108948582,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2000,INSIDE,72,32,0.0352716464878689,0.0354489948043143,1.77348316445405e-4,0.00924792728176578,0.0211867739709863,0.0606442905401364,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2001,AI,96,2,2.11593778178299e-4,2.06942829890561e-4,-4.65094828773819e-6,1.48715574588998e-4,0,7.39174644471115e-4,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2001,BS,98,2,2.0572420746302e-4,2.06442349174827e-4,7.18141711807547e-7,1.49530217425445e-4,0,7.20935830002828e-4,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2001,CGOA,375,174,0.0544285096360874,0.0540172071743392,-4.11302461748246e-4,0.00528702818968446,0.0455416186014708,0.0676446152328363,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2001,EGOA,188,162,0.203250615114659,0.203027712612277,-2.22902502381661e-4,0.0141939629408471,0.177163930581087,0.232939989816541,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2001,INSIDE,67,30,0.0379252738473424,0.0379927070508923,6.74332035498909e-5,0.00753031748227526,0.0249276895090634,0.0544572009199901,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2001,WC,84,24,0.0317243851691418,0.0316620791162914,-6.23060528503749e-5,0.00842160135854214,0.0180112129647202,0.0522066149370989,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2002,AI,96,0,0,0,0,0,0,0,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2002,BS,100,0,0,0,0,0,0,0,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2002,CAN,171,149,0.103040414746852,0.103138301442275,9.78866954227664e-5,0.00806285863891905,0.0892565694806207,0.121594320128529,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2002,CGOA,373,111,0.0218993536791722,0.02199218818466,9.28345054878217e-5,0.00350476753207185,0.0159620334810943,0.0297212527551326,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2002,EGOA,189,154,0.143430754356852,0.143266572576569,-1.64181780282269e-4,0.0127615124168862,0.119794477641745,0.169862630224793,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2002,WC,84,19,0.0303290750827009,0.0304129126103531,8.38375276522689e-5,0.00997511073514111,0.0150052048136928,0.0568335928947724,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2002,WGOA,126,6,4.81265401153426e-4,4.83297183077946e-4,2.03178192451943e-6,1.86763915736776e-4,1.61613971226228e-4,9.58308473200226e-4,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2003,AI,93,0,0,0,0,0,0,0,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2003,BS,103,0,0,0,0,0,0,0,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2003,CAN,170,162,0.102852392800556,0.102906660050311,5.42672497551716e-5,0.0107910897981477,0.0832092601207204,0.125421458625181,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2003,EGOA,187,168,0.233449498709838,0.233540014327572,9.05156177340438e-5,0.0156608658492772,0.204576558798589,0.265762924917383,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2003,INSIDE,65,25,0.0352771065423566,0.035283924973826,6.81843146934508e-6,0.0109218487945301,0.0198770650995805,0.0688581465342259,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2003,WC,84,32,0.034079502844524,0.0339577646932733,-1.21738151250647e-4,0.00781389112182392,0.0206751832444106,0.0528872805422017,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2004,AI,93,6,3.25328719469503e-4,3.28118713614544e-4,2.78999414504092e-6,1.55974357502209e-4,1.08832115664958e-4,8.0903457081775e-4,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2004,BS,98,0,0,0,0,0,0,0,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2004,CAN,170,153,0.088884928793313,0.0895428520322063,6.57923238893285e-4,0.0108163161860903,0.0690682151361485,0.111333686678222,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2004,CGOA,368,144,0.0423122822551233,0.0422874892026415,-2.47930524817225e-5,0.00467757963280087,0.0339607989755877,0.0527340061400956,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2004,INSIDE,69,28,0.0232841833075833,0.0230958966362851,-1.88286671298207e-4,0.0091630631209876,0.0116967418695008,0.0580788465334166,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2004,WC,83,25,0.0223241331699001,0.0221642596919644,-1.59873477935654e-4,0.00653018763512879,0.0119875086814074,0.0392107746408744,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2004,WGOA,126,14,0.00100884000248974,0.00101552599949232,6.6859970025803e-6,2.69788128992643e-4,5.37130214037674e-4,0.00162666753551226,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2005,BS,96,0,0,0,0,0,0,0,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2005,CAN,168,164,0.125329644551995,0.125578885435554,2.49240883559487e-4,0.00945728877714162,0.107592259259077,0.144763356583936,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2005,CGOA,387,182,0.0445900588116277,0.0445548466103044,-3.52122013232564e-5,0.00530948057177324,0.0355430451420425,0.0567048713134148,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2005,EGOA,189,173,0.211233167313738,0.211394125320076,1.60958006337364e-4,0.0165478350886422,0.179963914550705,0.245568761051274,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2005,WC,84,42,0.0412269810313928,0.0414134694126944,1.86488381301607e-4,0.00877375251546343,0.027371394643508,0.0630019022450487,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2005,WGOA,119,13,8.49918830407174e-4,8.41084467129813e-4,-8.83436327736087e-6,2.32085124020043e-4,4.38732988019846e-4,0.00139641465210709,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2006,BS,130,0,0,0,0,0,0,0,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2006,CAN,168,166,0.139558278789912,0.139600693909399,4.24151194867717e-5,0.0088038081166674,0.122892662749715,0.15802751233693,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2006,CGOA,383,190,0.0455651240888595,0.0456720328737076,1.06908784848113e-4,0.00484880022176455,0.0372974282960591,0.0569538511822884,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2006,EGOA,185,160,0.247423133477836,0.246806242405795,-6.16891072040937e-4,0.0176471868142808,0.21626057426312,0.284658224619508,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2006,WC,109,46,0.0530531165224086,0.0534116160598215,3.58499537412904e-4,0.0101747419487463,0.0361682424777675,0.0770234893298628,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2006,WGOA,125,12,8.74831973143119e-4,8.72952831046969e-4,-1.87914209614994e-6,2.52338007532153e-4,4.70882670189822e-4,0.00148641686730377,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2007,AI,88,7,9.26205303979678e-4,9.26102361344131e-4,-1.02942635546964e-7,3.5375607184666e-4,4.58298963696814e-4,0.00192385424666924,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2007,BS,132,0,0,0,0,0,0,0,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2007,CGOA,389,155,0.0530959827355824,0.0532414987047814,1.45515969199032e-4,0.00547757907614448,0.0433906713230499,0.06498494158728,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2007,EGOA,191,185,0.219981746855644,0.219799685813976,-1.82061041667791e-4,0.0135298030080864,0.193646274558092,0.247020799635901,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2007,INSIDE,68,22,0.0259838642025513,0.0261746833494632,1.90819146911884e-4,0.00707217314344169,0.0150037029263431,0.0436900356039532,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2007,WGOA,122,6,4.99330519103903e-4,5.0068683867949e-4,1.35631957558734e-6,2.03765853025334e-4,1.67704757005689e-4,0.00107810466199623,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2008,AI,90,12,0.00225232844682512,0.00224123441818796,-1.10940286371618e-5,6.91590873352717e-4,0.0012351893720114,0.00425952440304163,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2008,BS,125,1,7.93178995701871e-5,8.3612394884185e-5,4.29449531399797e-6,8.07513406761409e-5,0,4.77337622537302e-4,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2008,CGOA,387,165,0.0304612437697044,0.0305581957324133,9.69519627089105e-5,0.0031089665096906,0.0248876694636092,0.0373436567966719,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2008,EGOA,188,175,0.169526409373727,0.169652139882961,1.25730509233923e-4,0.0128126311348192,0.146445262155281,0.195657583791052,2022-07-22T00:15:30Z
Spiny dogfish,NMFS management area,2008,INSIDE,68,37,0.0313048969766722,0.0313067438465895,1.84686991728383e-6,0.00738765295097514,0.0196917030691993,0.0502457304305952,2022-07-22T00:15:30Z
