Year,Project,Trip No,Vessel Name,Trip Comments,Set No,Longline System,Station No,Area Description,G Stat Area,Start Latitude Decimal Degrees,Start Longitude Decimal Degree,End Latitude Decimal Degrees,End Longitude Decimal Degrees,Time Second Anchor Overboard,Time First Buoy Onboard,Time First Anchor Onboard,Time Second Anchor Onboard,Start Depth Fathoms,End Depth Fathoms,Avg Depth Fathoms,Substrate Type,Haul Back Order,Wind Direction,Wind Speed Knots,Set Comment,Subset No,Subset Condition,Subset Comments,Hooks - Total Number,Hooks - Number with Bait,Hooks - Number Bare,Hooks - Number Invalid,Sablefish,Dogfish,Sleeper Shark
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",1,ADFG Conventional,8,Gut Bay,345631,56.74783,-134.55483,56.72157,-134.55533,7/25/2019 6:46,7/25/2019 10:11,7/25/2019 10:40,7/25/2019 12:43,399,388,397,Unknown,Same,Unknown,Unknown,Snarl on skate 19 at setting. Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,11,Valid,,44,31,8,0,5,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",1,ADFG Conventional,8,Gut Bay,345631,56.74783,-134.55483,56.72157,-134.55533,7/25/2019 6:46,7/25/2019 10:11,7/25/2019 10:40,7/25/2019 12:43,399,388,397,Unknown,Same,Unknown,Unknown,Snarl on skate 19 at setting. Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,12,Valid,,43,26,8,0,8,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",1,ADFG Conventional,8,Gut Bay,345631,56.74783,-134.55483,56.72157,-134.55533,7/25/2019 6:46,7/25/2019 10:11,7/25/2019 10:40,7/25/2019 12:43,399,388,397,Unknown,Same,Unknown,Unknown,Snarl on skate 19 at setting. Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,13,Valid,,45,35,3,0,7,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",1,ADFG Conventional,8,Gut Bay,345631,56.74783,-134.55483,56.72157,-134.55533,7/25/2019 6:46,7/25/2019 10:11,7/25/2019 10:40,7/25/2019 12:43,399,388,397,Unknown,Same,Unknown,Unknown,Snarl on skate 19 at setting. Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,14,Valid,,45,25,5,0,15,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",1,ADFG Conventional,8,Gut Bay,345631,56.74783,-134.55483,56.72157,-134.55533,7/25/2019 6:46,7/25/2019 10:11,7/25/2019 10:40,7/25/2019 12:43,399,388,397,Unknown,Same,Unknown,Unknown,Snarl on skate 19 at setting. Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,15,Valid,,45,22,11,0,12,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",1,ADFG Conventional,8,Gut Bay,345631,56.74783,-134.55483,56.72157,-134.55533,7/25/2019 6:46,7/25/2019 10:11,7/25/2019 10:40,7/25/2019 12:43,399,388,397,Unknown,Same,Unknown,Unknown,Snarl on skate 19 at setting. Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,16,Valid,,46,23,8,0,15,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",1,ADFG Conventional,8,Gut Bay,345631,56.74783,-134.55483,56.72157,-134.55533,7/25/2019 6:46,7/25/2019 10:11,7/25/2019 10:40,7/25/2019 12:43,399,388,397,Unknown,Same,Unknown,Unknown,Snarl on skate 19 at setting. Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,17,Valid,,44,29,4,0,11,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",1,ADFG Conventional,8,Gut Bay,345631,56.74783,-134.55483,56.72157,-134.55533,7/25/2019 6:46,7/25/2019 10:11,7/25/2019 10:40,7/25/2019 12:43,399,388,397,Unknown,Same,Unknown,Unknown,Snarl on skate 19 at setting. Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,18,Valid,,45,24,10,0,11,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",1,ADFG Conventional,8,Gut Bay,345631,56.74783,-134.55483,56.72157,-134.55533,7/25/2019 6:46,7/25/2019 10:11,7/25/2019 10:40,7/25/2019 12:43,399,388,397,Unknown,Same,Unknown,Unknown,Snarl on skate 19 at setting. Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,19,Valid,,45,16,13,0,16,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",1,ADFG Conventional,8,Gut Bay,345631,56.74783,-134.55483,56.72157,-134.55533,7/25/2019 6:46,7/25/2019 10:11,7/25/2019 10:40,7/25/2019 12:43,399,388,397,Unknown,Same,Unknown,Unknown,Snarl on skate 19 at setting. Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,20,Valid,,43,11,13,2,16,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",1,ADFG Conventional,8,Gut Bay,345631,56.74783,-134.55483,56.72157,-134.55533,7/25/2019 6:46,7/25/2019 10:11,7/25/2019 10:40,7/25/2019 12:43,399,388,397,Unknown,Same,Unknown,Unknown,Snarl on skate 19 at setting. Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,21,Valid,,40,18,19,0,3,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",1,ADFG Conventional,8,Gut Bay,345631,56.74783,-134.55483,56.72157,-134.55533,7/25/2019 6:46,7/25/2019 10:11,7/25/2019 10:40,7/25/2019 12:43,399,388,397,Unknown,Same,Unknown,Unknown,Snarl on skate 19 at setting. Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,22,Not Valid,,45,7,11,15,11,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",1,ADFG Conventional,8,Gut Bay,345631,56.74783,-134.55483,56.72157,-134.55533,7/25/2019 6:46,7/25/2019 10:11,7/25/2019 10:40,7/25/2019 12:43,399,388,397,Unknown,Same,Unknown,Unknown,Snarl on skate 19 at setting. Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,23,Valid,,45,23,7,0,15,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",1,ADFG Conventional,8,Gut Bay,345631,56.74783,-134.55483,56.72157,-134.55533,7/25/2019 6:46,7/25/2019 10:11,7/25/2019 10:40,7/25/2019 12:43,399,388,397,Unknown,Same,Unknown,Unknown,Snarl on skate 19 at setting. Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,24,Valid,,46,13,18,1,14,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",1,ADFG Conventional,8,Gut Bay,345631,56.74783,-134.55483,56.72157,-134.55533,7/25/2019 6:46,7/25/2019 10:11,7/25/2019 10:40,7/25/2019 12:43,399,388,397,Unknown,Same,Unknown,Unknown,Snarl on skate 19 at setting. Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,25,Valid,,45,5,19,0,21,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",2,ADFG Conventional,5,S Gut Bay,345631,56.70483,-134.55233,56.67883,-134.55217,7/25/2019 9:18,7/25/2019 15:16,7/25/2019 15:46,7/25/2019 17:24,382,373,363,Unknown,Same,NW,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,1,Valid,,44,0,16,3,25,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",2,ADFG Conventional,5,S Gut Bay,345631,56.70483,-134.55233,56.67883,-134.55217,7/25/2019 9:18,7/25/2019 15:16,7/25/2019 15:46,7/25/2019 17:24,382,373,363,Unknown,Same,NW,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,2,Valid,,45,2,21,0,19,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",2,ADFG Conventional,5,S Gut Bay,345631,56.70483,-134.55233,56.67883,-134.55217,7/25/2019 9:18,7/25/2019 15:16,7/25/2019 15:46,7/25/2019 17:24,382,373,363,Unknown,Same,NW,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,3,Valid,,45,5,23,0,16,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",2,ADFG Conventional,5,S Gut Bay,345631,56.70483,-134.55233,56.67883,-134.55217,7/25/2019 9:18,7/25/2019 15:16,7/25/2019 15:46,7/25/2019 17:24,382,373,363,Unknown,Same,NW,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,4,Valid,,45,11,10,0,23,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",2,ADFG Conventional,5,S Gut Bay,345631,56.70483,-134.55233,56.67883,-134.55217,7/25/2019 9:18,7/25/2019 15:16,7/25/2019 15:46,7/25/2019 17:24,382,373,363,Unknown,Same,NW,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,5,Valid,,44,10,19,2,13,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",2,ADFG Conventional,5,S Gut Bay,345631,56.70483,-134.55233,56.67883,-134.55217,7/25/2019 9:18,7/25/2019 15:16,7/25/2019 15:46,7/25/2019 17:24,382,373,363,Unknown,Same,NW,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,6,Valid,,45,7,18,0,20,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",2,ADFG Conventional,5,S Gut Bay,345631,56.70483,-134.55233,56.67883,-134.55217,7/25/2019 9:18,7/25/2019 15:16,7/25/2019 15:46,7/25/2019 17:24,382,373,363,Unknown,Same,NW,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,7,Valid,,45,9,21,3,11,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",2,ADFG Conventional,5,S Gut Bay,345631,56.70483,-134.55233,56.67883,-134.55217,7/25/2019 9:18,7/25/2019 15:16,7/25/2019 15:46,7/25/2019 17:24,382,373,363,Unknown,Same,NW,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,8,Valid,,45,10,10,0,24,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",2,ADFG Conventional,5,S Gut Bay,345631,56.70483,-134.55233,56.67883,-134.55217,7/25/2019 9:18,7/25/2019 15:16,7/25/2019 15:46,7/25/2019 17:24,382,373,363,Unknown,Same,NW,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,9,Valid,,45,18,9,0,18,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",2,ADFG Conventional,5,S Gut Bay,345631,56.70483,-134.55233,56.67883,-134.55217,7/25/2019 9:18,7/25/2019 15:16,7/25/2019 15:46,7/25/2019 17:24,382,373,363,Unknown,Same,NW,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,10,Valid,,45,9,19,1,15,0,0
2019,Chatham Sablefish LL Survey,1,Marilyn J,"ADFG staff- Aaron Baldwin & Mariah Leeseberg. Skipper- Mike Giles. Crew- Cameron Bowers, Bailey Lane & Shawnee Whitehorse. PQS permit holders- Bruce Hattrick & Dawn Gillman. Survey terminated after 12 sets, Stations 55 & 58 not surveyed.",2,ADFG Conventional,5,S Gut Bay,345631,56.70483,-134.55233,56.67883,-134.55217,7/25/2019 9:18,7/25/2019 15:16,7/25/2019 15:46,7/25/2019 17:24,382,373,363,Unknown,Same,NW,0-5 kts,Anchor locations are actual positions recorded by staff and replace those collected by Panasonic tablets. Remaining set info was not captured on hard copy form and therefore cannot be verified.,11,Valid,,44,10,16,4,13,0,0
