Collection Year,Collection Agency,Collection Name,OBS Gear Code,FMP Area,Reporting Area,ADFG Region,ADFG Statistical Area,Agency Species Code Type,Species Code,Species Group Code,Species Group Name,Number Animals,Weight,Record Count,Contact,Date Received from AKR
2010,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535801,AKR,691,USRK,Shark,22,58.5,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535802,AKR,691,USRK,Shark,172,471.3,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535802,AKR,692,USRK,Shark,1,132,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535803,AKR,691,USRK,Shark,21,64.2,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535831,AKR,691,USRK,Shark,176,424.7,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535832,AKR,691,USRK,Shark,16,48.55,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Scallop Dredge Survey,,GOA,640,Southcentral,445931,AKR,691,USRK,Shark,2,4.2,1,"Ken Goldman, ADFG, ken.goldman@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,610,Westward,595400,AKR,691,USRK,Shark,1,4.45,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,610,Westward,595504,AKR,691,USRK,Shark,3,6.55,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,610,Westward,595505,AKR,691,USRK,Shark,15,45.1,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,610,Westward,595505,AKR,692,USRK,Shark,1,290,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,610,Westward,595506,AKR,691,USRK,Shark,7,15.45,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,610,Westward,595531,AKR,691,USRK,Shark,7,18.25,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,610,Westward,605431,AKR,691,USRK,Shark,12,34.75,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,610,Westward,605507,AKR,691,USRK,Shark,3,7.45,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,610,Westward,615431,AKR,691,USRK,Shark,4,7.25,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,610,Westward,615508,AKR,691,USRK,Shark,8,19.25,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,545632,AKR,691,USRK,Shark,5,10.05,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,545702,AKR,691,USRK,Shark,1,3.65,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,545704,AKR,691,USRK,Shark,3,8.7,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,545732,AKR,691,USRK,Shark,38,118.9,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,555701,AKR,691,USRK,Shark,9,25.4,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,555732,AKR,691,USRK,Shark,7,19,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,565633,AKR,691,USRK,Shark,20,65.6,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,565704,AKR,691,USRK,Shark,5,14.85,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,575603,AKR,691,USRK,Shark,3,8.02,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,575634,AKR,691,USRK,Shark,8,16.65,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,575635,AKR,691,USRK,Shark,6,18.3,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,585601,AKR,691,USRK,Shark,16,42.85,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,585603,AKR,691,USRK,Shark,5,23,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,515730,AKR,691,USRK,Shark,1,3.45,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,515802,AKR,691,USRK,Shark,2,4.75,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,525702,AKR,691,USRK,Shark,4,9.1,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,525703,AKR,691,USRK,Shark,4,10.3,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,525731,AKR,691,USRK,Shark,29,80.85,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,525732,AKR,692,USRK,Shark,1,210,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,525733,AKR,691,USRK,Shark,10,24.85,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,525806,AKR,691,USRK,Shark,15,35.55,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,525807,AKR,691,USRK,Shark,4,9.8,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,525833,AKR,691,USRK,Shark,2,3.95,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,535631,AKR,691,USRK,Shark,9,16.55,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,535632,AKR,691,USRK,Shark,22,64.05,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,535703,AKR,691,USRK,Shark,3,6.9,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,535731,AKR,691,USRK,Shark,2,5.65,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,535802,AKR,691,USRK,Shark,8,19.85,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Sport Fishery,,GOA,630,,,AKR,690,USRK,Shark,7,924.1,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Sport Fishery,,GOA,630,,,AKR,691,USRK,Shark,190,981.5,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Sport Fishery,,GOA,640,,,AKR,690,USRK,Shark,1,132,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Sport Fishery,,GOA,640,,,AKR,691,USRK,Shark,10,51.7,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Sport Fishery,,GOA,649,,,AKR,690,USRK,Shark,11,1452.2,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Sport Fishery,,GOA,649,,,AKR,691,USRK,Shark,99,511.4,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Sport Fishery,,GOA,650,,,AKR,690,USRK,Shark,5,660.1,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Sport Fishery,,GOA,650,,,AKR,691,USRK,Shark,8,41.3,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Sport Fishery,,GOA,659,,,AKR,690,USRK,Shark,3,396,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2020-10-18 19:00:01
2010,ADFG,Sport Fishery,,GOA,659,,,AKR,691,USRK,Shark,6,31,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,705232,AKR,691,USRK,Shark,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,705233,AKR,691,USRK,Shark,0,3,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,705300,AKR,691,USRK,Shark,0,4,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,715231,AKR,691,USRK,Shark,0,20,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,735130,AKR,691,USRK,Shark,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,735130,AKR,692,USRK,Shark,0,11,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,735201,AKR,691,USRK,Shark,0,4,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,735201,AKR,692,USRK,Shark,0,87,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,735202,AKR,691,USRK,Shark,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,735202,AKR,692,USRK,Shark,0,11,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,735203,AKR,691,USRK,Shark,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,735203,AKR,692,USRK,Shark,0,22,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,735230,AKR,692,USRK,Shark,0,4,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,745131,AKR,691,USRK,Shark,0,3,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,745131,AKR,692,USRK,Shark,0,51,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,745203,AKR,691,USRK,Shark,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,745203,AKR,692,USRK,Shark,0,18,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,745205,AKR,691,USRK,Shark,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,745205,AKR,692,USRK,Shark,0,15,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,745206,AKR,691,USRK,Shark,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,745206,AKR,692,USRK,Shark,0,11,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,755132,AKR,691,USRK,Shark,0,8,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,755132,AKR,692,USRK,Shark,0,80,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,755201,AKR,691,USRK,Shark,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,755201,AKR,692,USRK,Shark,0,47,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,765132,AKR,691,USRK,Shark,0,4,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,541,,765203,AKR,692,USRK,Shark,0,7,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,542,,775132,AKR,691,USRK,Shark,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
2010,IPHC,IPHC Annual Longline Survey,8,AI,542,,785131,AKR,691,USRK,Shark,0,8,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2020-10-18 19:00:01
