=========================================================================
Parameter Value(s)
-------------------------------------------------------------------------
"Survey: AI,GOA,EBS_SHELF,EBS_SLOPE,NBS"
"Year: 2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1980"
"Common Name: spiny dogfish"
=========================================================================
"Survey","Year","Cruise Join ID","Haul Join ID","Catch Join ID","Cruise Number","Vessel Number","Haul Number","Starting Latitude (dd)","Starting Longitude (dd)","Ending Latitude (dd)","Ending Longitude (dd)","Stratum","Stratum INPFC Area","Stratum Min Depth (m)","Stratum Max Depth (m)","Stratum Description","Stratum Regulatory Area Name","Stratum Type","Domain","Density","Gear Performance","Satisfactory Gear Performance","Gear Performance Note","Gear Depth","Bottom Depth","Species Code","Common Name","Scientific Name","Length (mm)","Frequency","Sex","Sample Type","Length Type","akfin_load_date"
GOA,1999,978772,979083,982157,199901,23,309,54.62972,-132.8747,54.63824,-132.8927,251,Southeastern,201,300,"Prince of Wales Slope/Gullies",EASTERN GOA,SLOPE,,,0,Y,"Good performance",288,288,310,spiny dogfish,Squalus suckleyi,550,1,Female,1,1,24-SEP-19
GOA,1999,978772,978789,979677,199901,23,243,59.66338,-146.0378,59.66451,-146.0641,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",88,88,310,spiny dogfish,Squalus suckleyi,710,3,Male,1,1,24-SEP-19
GOA,1999,978772,978789,979677,199901,23,243,59.66338,-146.0378,59.66451,-146.0641,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",88,88,310,spiny dogfish,Squalus suckleyi,760,3,Male,1,1,24-SEP-19
GOA,1999,978772,978789,979677,199901,23,243,59.66338,-146.0378,59.66451,-146.0641,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",88,88,310,spiny dogfish,Squalus suckleyi,790,1,Male,1,1,24-SEP-19
GOA,1999,978772,978789,979677,199901,23,243,59.66338,-146.0378,59.66451,-146.0641,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",88,88,310,spiny dogfish,Squalus suckleyi,600,4,Female,1,1,24-SEP-19
GOA,1999,978772,978789,979677,199901,23,243,59.66338,-146.0378,59.66451,-146.0641,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",88,88,310,spiny dogfish,Squalus suckleyi,650,1,Female,1,1,24-SEP-19
GOA,1999,978772,978789,979677,199901,23,243,59.66338,-146.0378,59.66451,-146.0641,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",88,88,310,spiny dogfish,Squalus suckleyi,720,1,Female,1,1,24-SEP-19
GOA,1999,978772,978789,979677,199901,23,243,59.66338,-146.0378,59.66451,-146.0641,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",88,88,310,spiny dogfish,Squalus suckleyi,790,2,Female,1,1,24-SEP-19
GOA,1999,978772,978789,979677,199901,23,243,59.66338,-146.0378,59.66451,-146.0641,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",88,88,310,spiny dogfish,Squalus suckleyi,570,1,Unknown,1,1,24-SEP-19
GOA,1999,978772,978789,979677,199901,23,243,59.66338,-146.0378,59.66451,-146.0641,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",88,88,310,spiny dogfish,Squalus suckleyi,770,1,Unknown,1,1,24-SEP-19
GOA,1999,978772,978790,979527,199901,23,244,59.72038,-146.2147,59.71597,-146.1899,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",78,78,310,spiny dogfish,Squalus suckleyi,710,1,Male,1,1,24-SEP-19
GOA,1999,978772,978790,979527,199901,23,244,59.72038,-146.2147,59.71597,-146.1899,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",78,78,310,spiny dogfish,Squalus suckleyi,770,2,Female,1,1,24-SEP-19
GOA,1999,978772,978791,979531,199901,23,245,59.71947,-146.0501,59.71976,-146.0797,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",75,75,310,spiny dogfish,Squalus suckleyi,790,1,Female,1,1,24-SEP-19
GOA,1999,978772,978795,985501,199901,23,249,59.98663,-145.3553,59.9731,-145.349,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",110,110,310,spiny dogfish,Squalus suckleyi,670,1,Female,1,1,24-SEP-19
GOA,1999,978772,978826,979197,199901,23,280,58.96138,-138.3466,58.96225,-138.3723,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",66,66,310,spiny dogfish,Squalus suckleyi,1080,1,Female,1,1,24-SEP-19
GOA,1999,978772,978829,981671,199901,23,283,58.63154,-137.7254,58.64658,-137.73,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",24,24,310,spiny dogfish,Squalus suckleyi,750,1,Male,1,1,24-SEP-19
GOA,1999,978772,978829,981671,199901,23,283,58.63154,-137.7254,58.64658,-137.73,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",24,24,310,spiny dogfish,Squalus suckleyi,770,1,Male,1,1,24-SEP-19
GOA,1999,978772,978829,981671,199901,23,283,58.63154,-137.7254,58.64658,-137.73,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",24,24,310,spiny dogfish,Squalus suckleyi,880,1,Female,1,1,24-SEP-19
GOA,1999,978772,978829,981671,199901,23,283,58.63154,-137.7254,58.64658,-137.73,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",24,24,310,spiny dogfish,Squalus suckleyi,890,3,Female,1,1,24-SEP-19
GOA,1999,978772,978829,981671,199901,23,283,58.63154,-137.7254,58.64658,-137.73,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",24,24,310,spiny dogfish,Squalus suckleyi,920,2,Female,1,1,24-SEP-19
GOA,2005,-609,-13384,-366883,200501,147,186,58.4539,-151.9128,58.44501,-151.89619,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",86,92,310,spiny dogfish,Squalus suckleyi,790,2,Male,1,5,24-SEP-19
GOA,2005,-609,-13384,-366883,200501,147,186,58.4539,-151.9128,58.44501,-151.89619,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",86,92,310,spiny dogfish,Squalus suckleyi,700,1,Female,1,5,24-SEP-19
GOA,2005,-609,-13384,-366883,200501,147,186,58.4539,-151.9128,58.44501,-151.89619,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",86,92,310,spiny dogfish,Squalus suckleyi,780,1,Female,1,5,24-SEP-19
GOA,2005,-609,-13384,-366883,200501,147,186,58.4539,-151.9128,58.44501,-151.89619,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",86,92,310,spiny dogfish,Squalus suckleyi,790,2,Female,1,5,24-SEP-19
GOA,2005,-609,-13386,-366948,200501,147,188,58.47252,-152.3824,58.48301,-152.36819,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",139,145,310,spiny dogfish,Squalus suckleyi,840,1,Female,1,5,24-SEP-19
GOA,2005,-609,-13421,-367860,200501,147,223,58.38042,-149.9416,58.3787,-149.9192,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",39,46,310,spiny dogfish,Squalus suckleyi,760,1,Male,1,5,24-SEP-19
GOA,2005,-609,-13422,-367903,200501,147,224,58.27147,-150.52631,58.28253,-150.5415,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",55,63,310,spiny dogfish,Squalus suckleyi,850,2,Male,1,5,24-SEP-19
GOA,2005,-609,-13422,-367903,200501,147,224,58.27147,-150.52631,58.28253,-150.5415,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",55,63,310,spiny dogfish,Squalus suckleyi,860,2,Male,1,5,24-SEP-19
GOA,2005,-609,-13422,-367903,200501,147,224,58.27147,-150.52631,58.28253,-150.5415,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",55,63,310,spiny dogfish,Squalus suckleyi,660,1,Female,1,5,24-SEP-19
GOA,2005,-609,-13422,-367903,200501,147,224,58.27147,-150.52631,58.28253,-150.5415,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",55,63,310,spiny dogfish,Squalus suckleyi,740,1,Female,1,5,24-SEP-19
GOA,2005,-609,-13422,-367903,200501,147,224,58.27147,-150.52631,58.28253,-150.5415,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",55,63,310,spiny dogfish,Squalus suckleyi,760,2,Female,1,5,24-SEP-19
GOA,2005,-609,-13427,-368048,200501,147,229,58.32845,-150.90379,58.31694,-150.9021,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",59,67,310,spiny dogfish,Squalus suckleyi,760,1,Male,1,5,24-SEP-19
GOA,2005,-609,-13427,-368048,200501,147,229,58.32845,-150.90379,58.31694,-150.9021,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",59,67,310,spiny dogfish,Squalus suckleyi,730,1,Female,1,5,24-SEP-19
GOA,2005,-609,-13428,-368070,200501,147,230,58.45192,-150.99409,58.44485,-150.97391,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",71,79,310,spiny dogfish,Squalus suckleyi,890,1,Male,1,5,24-SEP-19
GOA,2005,-609,-13429,-368089,200501,147,231,58.45251,-151.30701,58.44181,-151.3176,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",117,124,310,spiny dogfish,Squalus suckleyi,750,1,Female,1,5,24-SEP-19
GOA,1999,978774,991149,997598,199901,94,225,59.97371,-146.7054,59.98086,-146.6796,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",82,82,310,spiny dogfish,Squalus suckleyi,750,1,Female,1,1,24-SEP-19
GOA,1999,978774,991053,997450,199901,94,241,59.66788,-141.3456,59.66796,-141.3726,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",73,73,310,spiny dogfish,Squalus suckleyi,640,1,Female,1,1,24-SEP-19
GOA,1999,978774,991053,997450,199901,94,241,59.66788,-141.3456,59.66796,-141.3726,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",73,73,310,spiny dogfish,Squalus suckleyi,830,1,Female,1,1,24-SEP-19
GOA,1999,978774,991054,997430,199901,94,242,59.80725,-141.5651,59.80499,-141.5461,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,-1.12,N,"Hauled back early due to hang(s)",32,32,310,spiny dogfish,Squalus suckleyi,620,3,Male,1,1,24-SEP-19
GOA,1999,978774,991054,997430,199901,94,242,59.80725,-141.5651,59.80499,-141.5461,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,-1.12,N,"Hauled back early due to hang(s)",32,32,310,spiny dogfish,Squalus suckleyi,920,1,Female,1,1,24-SEP-19
GOA,1999,978774,991061,992781,199901,94,249,59.665,-140.5492,59.66198,-140.5216,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",49,49,310,spiny dogfish,Squalus suckleyi,690,1,Female,1,1,24-SEP-19
GOA,1999,978774,991071,992348,199901,94,259,59.13042,-138.7719,59.13188,-138.7989,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",41,41,310,spiny dogfish,Squalus suckleyi,760,1,Male,1,1,24-SEP-19
GOA,1999,978774,991071,992348,199901,94,259,59.13042,-138.7719,59.13188,-138.7989,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",41,41,310,spiny dogfish,Squalus suckleyi,880,2,Male,1,1,24-SEP-19
GOA,1999,978774,991071,992348,199901,94,259,59.13042,-138.7719,59.13188,-138.7989,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",41,41,310,spiny dogfish,Squalus suckleyi,990,1,Female,1,1,24-SEP-19
GOA,2003,1173315,1173365,1174439,200301,134,174,56.66795,-153.89281,56.65531,-153.8999,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,3.13,Y,"Alaskan crab pot",61,68,310,spiny dogfish,Squalus suckleyi,880,1,Female,1,5,24-SEP-19
GOA,2003,1173315,1173365,1174439,200301,134,174,56.66795,-153.89281,56.65531,-153.8999,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,3.13,Y,"Alaskan crab pot",61,68,310,spiny dogfish,Squalus suckleyi,900,1,Female,1,5,24-SEP-19
GOA,2003,1173315,1173365,1174439,200301,134,174,56.66795,-153.89281,56.65531,-153.8999,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,3.13,Y,"Alaskan crab pot",61,68,310,spiny dogfish,Squalus suckleyi,990,1,Female,1,5,24-SEP-19
GOA,2003,1173315,1173365,1174439,200301,134,174,56.66795,-153.89281,56.65531,-153.8999,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,3.13,Y,"Alaskan crab pot",61,68,310,spiny dogfish,Squalus suckleyi,1020,1,Female,1,5,24-SEP-19
GOA,2003,1173315,1173429,1174796,200301,134,181,56.59401,-153.88341,56.59488,-153.9081,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,-5.1,N,"Net came off bottom",40,47,310,spiny dogfish,Squalus suckleyi,820,3,Female,1,5,24-SEP-19
GOA,2003,1173315,1173429,1174796,200301,134,181,56.59401,-153.88341,56.59488,-153.9081,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,-5.1,N,"Net came off bottom",40,47,310,spiny dogfish,Squalus suckleyi,960,2,Female,1,5,24-SEP-19
GOA,2003,1173315,1173325,1175413,200301,134,195,57.02302,-153.0536,57.01286,-153.06889,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",70,77,310,spiny dogfish,Squalus suckleyi,810,2,Female,1,5,24-SEP-19
GOA,2003,1173315,1173328,1175458,200301,134,200,57.23238,-152.8168,57.22676,-152.7957,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",125,131,310,spiny dogfish,Squalus suckleyi,800,1,Female,1,5,24-SEP-19
GOA,2005,-609,-13465,-369122,200501,147,267,59.96656,-146.9713,59.95499,-146.9791,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",153,159,310,spiny dogfish,Squalus suckleyi,720,1,Male,1,5,24-SEP-19
GOA,2005,-609,-13466,-369151,200501,147,268,60.15354,-145.4471,60.16014,-145.46899,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",80,87,310,spiny dogfish,Squalus suckleyi,710,1,Female,1,5,24-SEP-19
GOA,2005,-609,-13467,-369180,200501,147,269,60.12453,-145.5598,60.1181,-145.5385,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",120,127,310,spiny dogfish,Squalus suckleyi,750,1,Female,1,5,24-SEP-19
GOA,2005,-609,-13468,-369207,200501,147,270,60.11943,-145.6613,60.12136,-145.63721,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",120,127,310,spiny dogfish,Squalus suckleyi,720,1,Male,1,5,24-SEP-19
GOA,2005,-609,-13469,-369241,200501,147,271,60.17449,-146.5334,60.1814,-146.5143,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",134,141,310,spiny dogfish,Squalus suckleyi,720,1,Male,1,5,24-SEP-19
GOA,2005,-609,-13469,-369241,200501,147,271,60.17449,-146.5334,60.1814,-146.5143,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",134,141,310,spiny dogfish,Squalus suckleyi,730,1,Female,1,5,24-SEP-19
GOA,1999,978774,991341,993070,199901,94,301,55.90059,-133.6443,55.88837,-133.6526,50,Southeastern,1,100,"Southeastern Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",85,85,310,spiny dogfish,Squalus suckleyi,430,1,Male,1,1,24-SEP-19
GOA,1999,978774,991341,993070,199901,94,301,55.90059,-133.6443,55.88837,-133.6526,50,Southeastern,1,100,"Southeastern Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",85,85,310,spiny dogfish,Squalus suckleyi,760,1,Female,1,1,24-SEP-19
GOA,2003,1173315,1173550,1179051,200301,134,235,59.61393,-145.1982,59.62241,-145.1799,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",116,122,310,spiny dogfish,Squalus suckleyi,690,1,Female,1,5,24-SEP-19
GOA,2003,1173315,1173553,1173716,200301,134,238,59.69522,-144.96989,59.68163,-144.96539,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",127,133,310,spiny dogfish,Squalus suckleyi,750,1,Male,1,5,24-SEP-19
GOA,2003,1173315,1173553,1173716,200301,134,238,59.69522,-144.96989,59.68163,-144.96539,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",127,133,310,spiny dogfish,Squalus suckleyi,780,1,Female,1,5,24-SEP-19
GOA,2003,1173315,1173553,1173716,200301,134,238,59.69522,-144.96989,59.68163,-144.96539,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",127,133,310,spiny dogfish,Squalus suckleyi,790,1,Female,1,5,24-SEP-19
GOA,2003,1173315,1173553,1173716,200301,134,238,59.69522,-144.96989,59.68163,-144.96539,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",127,133,310,spiny dogfish,Squalus suckleyi,960,1,Female,1,5,24-SEP-19
GOA,2003,1173315,1173554,1173726,200301,134,239,59.95199,-144.0983,59.95165,-144.0739,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",23,31,310,spiny dogfish,Squalus suckleyi,780,1,Male,1,5,24-SEP-19
GOA,2003,1173315,1173555,1179014,200301,134,240,59.79426,-144.0692,59.79563,-144.043,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",92,98,310,spiny dogfish,Squalus suckleyi,710,1,Male,1,5,24-SEP-19
GOA,2003,1173315,1173555,1179014,200301,134,240,59.79426,-144.0692,59.79563,-144.043,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",92,98,310,spiny dogfish,Squalus suckleyi,760,1,Male,1,5,24-SEP-19
GOA,2003,1173315,1173556,1179006,200301,134,241,59.79097,-143.9259,59.79005,-143.8998,141,Yakutat,101,200,"Yakataga Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",108,114,310,spiny dogfish,Squalus suckleyi,930,1,Female,1,5,24-SEP-19
GOA,2003,1173315,1173559,1173752,200301,134,244,59.93432,-142.47211,59.94007,-142.49451,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",90,96,310,spiny dogfish,Squalus suckleyi,670,1,Male,1,5,24-SEP-19
GOA,2003,1173315,1173559,1173752,200301,134,244,59.93432,-142.47211,59.94007,-142.49451,40,Yakutat,1,100,"Yakutat Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",90,96,310,spiny dogfish,Squalus suckleyi,710,1,Male,1,5,24-SEP-19
GOA,2003,1173315,1173560,1180612,200301,134,245,59.71449,-142.18581,59.71128,-142.1618,141,Yakutat,101,200,"Yakataga Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",150,156,310,spiny dogfish,Squalus suckleyi,820,1,Male,1,5,24-SEP-19
GOA,2003,1173315,1173560,1180612,200301,134,245,59.71449,-142.18581,59.71128,-142.1618,141,Yakutat,101,200,"Yakataga Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",150,156,310,spiny dogfish,Squalus suckleyi,710,1,Female,1,5,24-SEP-19
GOA,2005,-610,-12701,-358151,200501,134,136,56.77516,-152.56779,56.78773,-152.5675,130,Kodiak,101,200,"Albatross Gullies",CENTRAL GOA,GULLY,,,0,Y,"Good performance",128,134,310,spiny dogfish,Squalus suckleyi,620,1,Female,1,5,24-SEP-19
GOA,2005,-609,-13478,-369502,200501,147,280,59.93266,-149.1302,59.92235,-149.1185,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",191,198,310,spiny dogfish,Squalus suckleyi,800,1,Male,1,5,24-SEP-19
