=========================================================================
Parameter Value(s)
-------------------------------------------------------------------------
"Year: 2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010"
"Species Common Name: Spiny dogfish"
=========================================================================
"Year","Country","Vessel Number","Station Number","Geographic Area Name","Geographic Area Code","NPFMC Sablefish Mgmt Area","Geographic Area RPN Flag","Station Type Description","Active Flag","NMFS Area Code","Depth Stratum","Stratum Description","Haul Date","Start Latitude (DD)","Start Hemi NS","Start Longitude (DD)","Start Hemi EW","End Latitude (DD)","End Hemi NS","End Longitude (DD)","End Hemi EW","Species Code","Common Name","Sex","Length","Frequencey","Loaded to Repository"
2010,United States,96,133,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,08-AUG-10,58.946666666666665,N,-149.51166666666666,W,58.918333333333337,N,-149.64516666666665,W,310,"Spiny dogfish",2,59,4,04-SEP-20
2010,United States,96,133,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,08-AUG-10,58.946666666666665,N,-149.51166666666666,W,58.918333333333337,N,-149.64516666666665,W,310,"Spiny dogfish",1,65,2,04-SEP-20
2010,United States,96,133,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,08-AUG-10,58.946666666666665,N,-149.51166666666666,W,58.918333333333337,N,-149.64516666666665,W,310,"Spiny dogfish",1,60,3,04-SEP-20
2010,United States,96,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,2,101-200m,05-JUL-10,54.648333333333333,N,-132.84033333333332,W,54.604999999999997,N,-132.91666666666666,W,310,"Spiny dogfish",1,61,1,04-SEP-20
2010,United States,96,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,05-JUL-10,54.648333333333333,N,-132.84033333333332,W,54.604999999999997,N,-132.91666666666666,W,310,"Spiny dogfish",2,62,1,04-SEP-20
2010,United States,96,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,05-JUL-10,54.648333333333333,N,-132.84033333333332,W,54.604999999999997,N,-132.91666666666666,W,310,"Spiny dogfish",2,50,1,04-SEP-20
2010,United States,96,108,Southeast slope,45,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,06-JUL-10,54.463333333333331,N,-133.91800000000001,W,54.551666666666669,N,-134.05916666666667,W,310,"Spiny dogfish",2,84,1,04-SEP-20
2010,United States,96,134,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-10,59.611666666666665,N,-146.9855,W,59.548333333333332,N,-147.06083333333333,W,310,"Spiny dogfish",2,64,3,04-SEP-20
2010,United States,96,135,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-10,59.523333333333333,N,-147.15299999999999,W,59.450000000000003,N,-147.15233333333333,W,310,"Spiny dogfish",2,80,1,04-SEP-20
2010,United States,96,135,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-10,59.523333333333333,N,-147.15299999999999,W,59.450000000000003,N,-147.15233333333333,W,310,"Spiny dogfish",2,82,1,04-SEP-20
2010,United States,96,101,Southeast slope,45,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,14-JUL-10,57.188333333333333,N,-136.23533333333333,W,57.271666666666668,N,-136.38916666666665,W,310,"Spiny dogfish",2,55,1,04-SEP-20
2010,United States,96,122,Shelikof Trough,31,Central Gulf of Alaska,0,Standard,1,620,3,201-300m,25-AUG-10,56.186666666666667,N,-155.96383333333333,W,56.18333333333333,N,-156.09133333333332,W,310,"Spiny dogfish",1,70,1,04-SEP-20
2010,United States,96,123,Shelikof Trough,31,Central Gulf of Alaska,0,Standard,1,620,3,201-300m,25-AUG-10,56.231666666666669,N,-156.13033333333334,W,56.25333333333333,N,-156.25666666666666,W,310,"Spiny dogfish",2,71,1,04-SEP-20
2010,United States,96,129,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,13-AUG-10,58.06666666666667,N,-150.03533333333334,W,58.083333333333336,N,-149.89466666666667,W,310,"Spiny dogfish",2,63,1,04-SEP-20
2010,United States,96,103,Southeast Shelf,49,East Yakutat/Southeast,0,Standard,1,650,3,201-300m,12-JUL-10,56.384999999999998,N,-135.35233333333332,W,56.368333333333332,N,-135.61833333333334,W,310,"Spiny dogfish",1,58,1,04-SEP-20
2010,United States,96,103,Southeast Shelf,49,East Yakutat/Southeast,0,Standard,1,650,3,201-300m,12-JUL-10,56.384999999999998,N,-135.35233333333332,W,56.368333333333332,N,-135.61833333333334,W,310,"Spiny dogfish",2,58,2,04-SEP-20
2010,United States,96,103,Southeast Shelf,49,East Yakutat/Southeast,0,Standard,1,650,3,201-300m,12-JUL-10,56.384999999999998,N,-135.35233333333332,W,56.368333333333332,N,-135.61833333333334,W,310,"Spiny dogfish",2,59,3,04-SEP-20
2010,United States,96,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,2,101-200m,05-JUL-10,54.648333333333333,N,-132.84033333333332,W,54.604999999999997,N,-132.91666666666666,W,310,"Spiny dogfish",2,53,1,04-SEP-20
2010,United States,96,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,2,101-200m,05-JUL-10,54.648333333333333,N,-132.84033333333332,W,54.604999999999997,N,-132.91666666666666,W,310,"Spiny dogfish",2,69,1,04-SEP-20
2010,United States,96,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,2,101-200m,05-JUL-10,54.648333333333333,N,-132.84033333333332,W,54.604999999999997,N,-132.91666666666666,W,310,"Spiny dogfish",1,65,2,04-SEP-20
2010,United States,96,107,Southeast slope,45,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,07-JUL-10,54.901666666666664,N,-134.28533333333334,W,55.005000000000003,N,-134.4435,W,310,"Spiny dogfish",1,65,1,04-SEP-20
2010,United States,96,107,Southeast slope,45,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,07-JUL-10,54.901666666666664,N,-134.28533333333334,W,55.005000000000003,N,-134.4435,W,310,"Spiny dogfish",2,50,1,04-SEP-20
2010,United States,96,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,4,301-400m,05-JUL-10,54.648333333333333,N,-132.84033333333332,W,54.604999999999997,N,-132.91666666666666,W,310,"Spiny dogfish",2,67,1,04-SEP-20
2010,United States,96,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,4,301-400m,05-JUL-10,54.648333333333333,N,-132.84033333333332,W,54.604999999999997,N,-132.91666666666666,W,310,"Spiny dogfish",2,64,1,04-SEP-20
2010,United States,96,149,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,5,401-600m,05-JUL-10,54.596666666666664,N,-133.01900000000001,W,54.594999999999999,N,-133.12783333333334,W,310,"Spiny dogfish",2,60,1,04-SEP-20
2010,United States,96,149,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,5,401-600m,05-JUL-10,54.596666666666664,N,-133.01900000000001,W,54.594999999999999,N,-133.12783333333334,W,310,"Spiny dogfish",1,57,1,04-SEP-20
2010,United States,96,135,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-10,59.523333333333333,N,-147.15299999999999,W,59.450000000000003,N,-147.15233333333333,W,310,"Spiny dogfish",1,54,1,04-SEP-20
2010,United States,96,135,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-10,59.523333333333333,N,-147.15299999999999,W,59.450000000000003,N,-147.15233333333333,W,310,"Spiny dogfish",2,57,2,04-SEP-20
2010,United States,96,135,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-10,59.523333333333333,N,-147.15299999999999,W,59.450000000000003,N,-147.15233333333333,W,310,"Spiny dogfish",1,59,2,04-SEP-20
2010,United States,96,135,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-10,59.523333333333333,N,-147.15299999999999,W,59.450000000000003,N,-147.15233333333333,W,310,"Spiny dogfish",1,62,1,04-SEP-20
2010,United States,96,135,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-10,59.523333333333333,N,-147.15299999999999,W,59.450000000000003,N,-147.15233333333333,W,310,"Spiny dogfish",2,56,2,04-SEP-20
2010,United States,96,134,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-10,59.611666666666665,N,-146.9855,W,59.548333333333332,N,-147.06083333333333,W,310,"Spiny dogfish",2,55,2,04-SEP-20
2010,United States,96,134,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-10,59.611666666666665,N,-146.9855,W,59.548333333333332,N,-147.06083333333333,W,310,"Spiny dogfish",1,65,1,04-SEP-20
2010,United States,96,125,Shelikof Trough,31,Central Gulf of Alaska,0,Standard,1,620,3,201-300m,24-AUG-10,57,N,-155.30000000000001,W,57.046666666666667,N,-155.40483333333333,W,310,"Spiny dogfish",2,89,1,04-SEP-20
2010,United States,96,125,Shelikof Trough,31,Central Gulf of Alaska,0,Standard,1,620,3,201-300m,24-AUG-10,57,N,-155.30000000000001,W,57.046666666666667,N,-155.40483333333333,W,310,"Spiny dogfish",1,68,1,04-SEP-20
2010,United States,96,127,Shelikof Trough,31,Central Gulf of Alaska,0,Standard,1,620,3,201-300m,23-AUG-10,57.348333333333336,N,-155.2475,W,57.326666666666668,N,-155.38900000000001,W,310,"Spiny dogfish",2,79,2,04-SEP-20
2010,United States,96,127,Shelikof Trough,31,Central Gulf of Alaska,0,Standard,1,620,3,201-300m,23-AUG-10,57.348333333333336,N,-155.2475,W,57.326666666666668,N,-155.38900000000001,W,310,"Spiny dogfish",1,57,1,04-SEP-20
2010,United States,96,103,Southeast Shelf,49,East Yakutat/Southeast,0,Standard,1,650,2,101-200m,12-JUL-10,56.384999999999998,N,-135.35233333333332,W,56.368333333333332,N,-135.61833333333334,W,310,"Spiny dogfish",2,64,1,04-SEP-20
2010,United States,96,124,Shelikof Trough,31,Central Gulf of Alaska,0,Standard,1,620,3,201-300m,24-AUG-10,56.993333333333332,N,-155.07300000000001,W,56.99666666666667,N,-155.20583333333335,W,310,"Spiny dogfish",2,79,1,04-SEP-20
2010,United States,96,132,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,2,101-200m,08-AUG-10,59.079999999999998,N,-149.40950000000001,W,59.036666666666669,N,-149.52416666666667,W,310,"Spiny dogfish",2,58,1,04-SEP-20
2010,United States,96,103,Southeast Shelf,49,East Yakutat/Southeast,0,Standard,1,650,3,201-300m,12-JUL-10,56.384999999999998,N,-135.35233333333332,W,56.368333333333332,N,-135.61833333333334,W,310,"Spiny dogfish",1,62,1,04-SEP-20
2010,United States,96,103,Southeast Shelf,49,East Yakutat/Southeast,0,Standard,1,650,3,201-300m,12-JUL-10,56.384999999999998,N,-135.35233333333332,W,56.368333333333332,N,-135.61833333333334,W,310,"Spiny dogfish",1,50,1,04-SEP-20
2010,United States,96,103,Southeast Shelf,49,East Yakutat/Southeast,0,Standard,1,650,3,201-300m,12-JUL-10,56.384999999999998,N,-135.35233333333332,W,56.368333333333332,N,-135.61833333333334,W,310,"Spiny dogfish",1,73,1,04-SEP-20
2010,United States,96,144,Ommaney Trench,47,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,10-JUL-10,55.931666666666665,N,-134.90049999999999,W,56.005000000000003,N,-134.91050000000001,W,310,"Spiny dogfish",2,61,1,04-SEP-20
2010,United States,96,144,Ommaney Trench,47,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,10-JUL-10,55.931666666666665,N,-134.90049999999999,W,56.005000000000003,N,-134.91050000000001,W,310,"Spiny dogfish",2,48,1,04-SEP-20
2010,United States,96,144,Ommaney Trench,47,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,10-JUL-10,55.931666666666665,N,-134.90049999999999,W,56.005000000000003,N,-134.91050000000001,W,310,"Spiny dogfish",2,82,1,04-SEP-20
2010,United States,96,144,Ommaney Trench,47,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,10-JUL-10,55.931666666666665,N,-134.90049999999999,W,56.005000000000003,N,-134.91050000000001,W,310,"Spiny dogfish",1,52,1,04-SEP-20
2010,United States,96,144,Ommaney Trench,47,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,10-JUL-10,55.931666666666665,N,-134.90049999999999,W,56.005000000000003,N,-134.91050000000001,W,310,"Spiny dogfish",2,67,1,04-SEP-20
2010,United States,96,144,Ommaney Trench,47,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,10-JUL-10,55.931666666666665,N,-134.90049999999999,W,56.005000000000003,N,-134.91050000000001,W,310,"Spiny dogfish",2,73,1,04-SEP-20
2010,United States,96,132,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,2,101-200m,08-AUG-10,59.079999999999998,N,-149.40950000000001,W,59.036666666666669,N,-149.52416666666667,W,310,"Spiny dogfish",2,73,2,04-SEP-20
2010,United States,96,132,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,2,101-200m,08-AUG-10,59.079999999999998,N,-149.40950000000001,W,59.036666666666669,N,-149.52416666666667,W,310,"Spiny dogfish",1,63,1,04-SEP-20
2010,United States,96,132,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,2,101-200m,08-AUG-10,59.079999999999998,N,-149.40950000000001,W,59.036666666666669,N,-149.52416666666667,W,310,"Spiny dogfish",2,59,1,04-SEP-20
2010,United States,96,91,W Yakutat slope,38,West Yakutat,1,Standard,1,640,4,301-400m,31-JUL-10,59.518333333333331,N,-144.71250000000001,W,59.451666666666668,N,-144.97016666666667,W,310,"Spiny dogfish",1,64,1,04-SEP-20
2010,United States,96,91,W Yakutat slope,38,West Yakutat,1,Standard,1,640,5,401-600m,31-JUL-10,59.518333333333331,N,-144.71250000000001,W,59.451666666666668,N,-144.97016666666667,W,310,"Spiny dogfish",1,66,2,04-SEP-20
2010,United States,96,91,W Yakutat slope,38,West Yakutat,1,Standard,1,640,5,401-600m,31-JUL-10,59.518333333333331,N,-144.71250000000001,W,59.451666666666668,N,-144.97016666666667,W,310,"Spiny dogfish",1,64,2,04-SEP-20
2010,United States,96,91,W Yakutat slope,38,West Yakutat,1,Standard,1,640,6,601-800m,31-JUL-10,59.518333333333331,N,-144.71250000000001,W,59.451666666666668,N,-144.97016666666667,W,310,"Spiny dogfish",1,70,1,04-SEP-20
2010,United States,96,91,W Yakutat slope,38,West Yakutat,1,Standard,1,640,6,601-800m,31-JUL-10,59.518333333333331,N,-144.71250000000001,W,59.451666666666668,N,-144.97016666666667,W,310,"Spiny dogfish",1,63,6,04-SEP-20
2010,United States,96,94,W Yakutat slope,38,West Yakutat,1,Standard,1,640,5,401-600m,27-JUL-10,59.388333333333335,N,-142.16433333333333,W,59.484999999999999,N,-142.39583333333334,W,310,"Spiny dogfish",1,63,1,04-SEP-20
2010,United States,96,87,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,07-AUG-10,59.126666666666665,N,-148.65000000000001,W,58.961666666666666,N,-148.64850000000001,W,310,"Spiny dogfish",1,62,1,04-SEP-20
2010,United States,96,87,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,07-AUG-10,59.126666666666665,N,-148.65000000000001,W,58.961666666666666,N,-148.64850000000001,W,310,"Spiny dogfish",2,60,1,04-SEP-20
2010,United States,96,89,W Yakutat slope,38,West Yakutat,1,Standard,1,640,3,201-300m,02-AUG-10,59.263333333333335,N,-146.85749999999999,W,59.170000000000002,N,-147.083,W,310,"Spiny dogfish",1,60,1,04-SEP-20
2010,United States,96,65,Shumagin Slope,25,Western Gulf of Alaska,1,Standard,1,610,2,101-200m,16-JUN-10,53.591666666666669,N,-165.67933333333335,W,53.465000000000003,N,-165.74866666666668,W,310,"Spiny dogfish",2,66,1,04-SEP-20
2010,United States,96,65,Shumagin Slope,25,Western Gulf of Alaska,1,Standard,1,610,2,101-200m,16-JUN-10,53.591666666666669,N,-165.67933333333335,W,53.465000000000003,N,-165.74866666666668,W,310,"Spiny dogfish",2,60,2,04-SEP-20
2010,United States,96,65,Shumagin Slope,25,Western Gulf of Alaska,1,Standard,1,610,2,101-200m,16-JUN-10,53.591666666666669,N,-165.67933333333335,W,53.465000000000003,N,-165.74866666666668,W,310,"Spiny dogfish",1,62,2,04-SEP-20
2011,United States,81,87,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,2,101-200m,07-AUG-11,59.123333333333335,N,-148.65000000000001,W,58.990000000000002,N,-148.65000000000001,W,310,"Spiny dogfish",2,55,1,04-SEP-20
2011,United States,81,87,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,07-AUG-11,59.123333333333335,N,-148.65000000000001,W,58.990000000000002,N,-148.65000000000001,W,310,"Spiny dogfish",2,52,1,04-SEP-20
2011,United States,81,88,Kodiak slope,35,Central Gulf of Alaska,1,Standard,1,630,3,201-300m,06-AUG-11,59.155000000000001,N,-147.602,W,59.009999999999998,N,-147.62833333333333,W,310,"Spiny dogfish",2,50,1,04-SEP-20
2011,United States,81,75,Chirikof slope,30,Central Gulf of Alaska,1,Standard,1,620,3,201-300m,29-JUN-11,55.641666666666666,N,-155.84966666666668,W,55.491666666666667,N,-155.82499999999999,W,310,"Spiny dogfish",1,67,1,04-SEP-20
2011,United States,81,75,Chirikof slope,30,Central Gulf of Alaska,1,Standard,1,620,3,201-300m,29-JUN-11,55.641666666666666,N,-155.84966666666668,W,55.491666666666667,N,-155.82499999999999,W,310,"Spiny dogfish",2,59,1,04-SEP-20
2011,United States,81,137,W-Grounds,41,West Yakutat,0,Standard,1,640,3,201-300m,29-JUL-11,59.744999999999997,N,-143.58516666666668,W,59.765000000000001,N,-143.71133333333333,W,310,"Spiny dogfish",2,53,1,04-SEP-20
2011,United States,81,143,Spencer Gully,46,East Yakutat/Southeast,1,Standard,1,650,4,301-400m,16-JUL-11,57.965000000000003,N,-137.08066666666667,W,57.966666666666669,N,-137.215,W,310,"Spiny dogfish",1,56,1,04-SEP-20
2011,United States,81,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,05-JUL-11,54.648333333333333,N,-132.83866666666665,W,54.598333333333336,N,-132.935,W,310,"Spiny dogfish",2,56,3,04-SEP-20
2011,United States,81,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,05-JUL-11,54.648333333333333,N,-132.83866666666665,W,54.598333333333336,N,-132.935,W,310,"Spiny dogfish",2,52,2,04-SEP-20
2011,United States,81,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,05-JUL-11,54.648333333333333,N,-132.83866666666665,W,54.598333333333336,N,-132.935,W,310,"Spiny dogfish",1,52,3,04-SEP-20
2011,United States,81,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,3,201-300m,05-JUL-11,54.648333333333333,N,-132.83866666666665,W,54.598333333333336,N,-132.935,W,310,"Spiny dogfish",2,54,4,04-SEP-20
2011,United States,81,145,Ommaney Trench,47,East Yakutat/Southeast,1,Standard,1,650,4,301-400m,10-JUL-11,56.031666666666666,N,-134.929,W,56.079999999999998,N,-135.00766666666667,W,310,"Spiny dogfish",1,58,1,04-SEP-20
2011,United States,81,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,2,101-200m,05-JUL-11,54.648333333333333,N,-132.83866666666665,W,54.598333333333336,N,-132.935,W,310,"Spiny dogfish",2,53,2,04-SEP-20
2011,United States,81,149,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,5,401-600m,05-JUL-11,54.598333333333336,N,-133.02316666666667,W,54.598333333333336,N,-133.15133333333333,W,310,"Spiny dogfish",2,57,1,04-SEP-20
2011,United States,81,149,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,4,301-400m,05-JUL-11,54.598333333333336,N,-133.02316666666667,W,54.598333333333336,N,-133.15133333333333,W,310,"Spiny dogfish",1,64,1,04-SEP-20
2011,United States,81,149,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,5,401-600m,05-JUL-11,54.598333333333336,N,-133.02316666666667,W,54.598333333333336,N,-133.15133333333333,W,310,"Spiny dogfish",2,54,4,04-SEP-20
2011,United States,81,149,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,5,401-600m,05-JUL-11,54.598333333333336,N,-133.02316666666667,W,54.598333333333336,N,-133.15133333333333,W,310,"Spiny dogfish",1,53,2,04-SEP-20
2011,United States,81,149,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,5,401-600m,05-JUL-11,54.598333333333336,N,-133.02316666666667,W,54.598333333333336,N,-133.15133333333333,W,310,"Spiny dogfish",1,48,1,04-SEP-20
2011,United States,81,132,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,2,101-200m,08-AUG-11,59.081666666666663,N,-149.40316666666666,W,59.038333333333334,N,-149.51349999999999,W,310,"Spiny dogfish",1,58,1,04-SEP-20
2011,United States,81,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,4,301-400m,05-JUL-11,54.648333333333333,N,-132.83866666666665,W,54.598333333333336,N,-132.935,W,310,"Spiny dogfish",2,48,2,04-SEP-20
2011,United States,81,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,4,301-400m,05-JUL-11,54.648333333333333,N,-132.83866666666665,W,54.598333333333336,N,-132.935,W,310,"Spiny dogfish",2,51,1,04-SEP-20
2011,United States,81,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,2,101-200m,05-JUL-11,54.648333333333333,N,-132.83866666666665,W,54.598333333333336,N,-132.935,W,310,"Spiny dogfish",2,50,1,04-SEP-20
2011,United States,81,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,2,101-200m,05-JUL-11,54.648333333333333,N,-132.83866666666665,W,54.598333333333336,N,-132.935,W,310,"Spiny dogfish",1,52,1,04-SEP-20
2011,United States,81,148,Dixon Entrance,55,East Yakutat/Southeast,1,Standard,1,650,2,101-200m,05-JUL-11,54.648333333333333,N,-132.83866666666665,W,54.598333333333336,N,-132.935,W,310,"Spiny dogfish",2,46,1,04-SEP-20
2011,United States,81,130,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,09-AUG-11,58.728333333333332,N,-149.19333333333333,W,58.768333333333331,N,-149.08183333333332,W,310,"Spiny dogfish",2,55,1,04-SEP-20
2011,United States,81,130,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,09-AUG-11,58.728333333333332,N,-149.19333333333333,W,58.768333333333331,N,-149.08183333333332,W,310,"Spiny dogfish",1,54,1,04-SEP-20
2011,United States,81,132,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,08-AUG-11,59.081666666666663,N,-149.40316666666666,W,59.038333333333334,N,-149.51349999999999,W,310,"Spiny dogfish",2,55,1,04-SEP-20
2011,United States,81,134,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-11,59.515000000000001,N,-146.96449999999999,W,59.563333333333333,N,-147.07033333333334,W,310,"Spiny dogfish",1,62,2,04-SEP-20
2011,United States,81,134,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-11,59.515000000000001,N,-146.96449999999999,W,59.563333333333333,N,-147.07033333333334,W,310,"Spiny dogfish",2,62,1,04-SEP-20
2011,United States,81,134,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-11,59.515000000000001,N,-146.96449999999999,W,59.563333333333333,N,-147.07033333333334,W,310,"Spiny dogfish",2,81,1,04-SEP-20
2011,United States,81,134,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-11,59.515000000000001,N,-146.96449999999999,W,59.563333333333333,N,-147.07033333333334,W,310,"Spiny dogfish",2,55,3,04-SEP-20
2011,United States,81,135,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-11,59.516666666666666,N,-147.14850000000001,W,59.44166666666667,N,-147.14866666666666,W,310,"Spiny dogfish",2,56,2,04-SEP-20
2011,United States,81,134,Amatuli Gully,36,Central Gulf of Alaska,0,Standard,1,630,3,201-300m,05-AUG-11,59.515000000000001,N,-146.96449999999999,W,59.563333333333333,N,-147.07033333333334,W,310,"Spiny dogfish",2,54,1,04-SEP-20
