Year,FMP,Length,Sex,Source
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,M,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,M,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,M,IPHCLL
2019,GOA,73,M,IPHCLL
2019,GOA,73,M,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,M,IPHCLL
2019,GOA,73,M,IPHCLL
2019,GOA,73,M,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,M,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,M,IPHCLL
2019,GOA,73,M,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,M,IPHCLL
2019,GOA,73,F,IPHCLL
2019,GOA,73,M,IPHCLL
2010,GOA,73,M,AFSCLL
2010,GOA,73,F,AFSCLL
2010,GOA,73,F,AFSCLL
2010,GOA,73,F,AFSCLL
2012,GOA,73,F,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,F,AFSCLL
2013,GOA,73,M,AFSCLL
2015,GOA,73,M,AFSCLL
2015,GOA,73,M,AFSCLL
2015,GOA,73,M,AFSCLL
2015,GOA,73,M,AFSCLL
2017,GOA,73,M,AFSCLL
2017,GOA,73,M,AFSCLL
2017,GOA,73,M,AFSCLL
2016,GOA,73,F,AFSCLL
2020,GOA,73,F,AFSCLL
2020,GOA,73,F,AFSCLL
2020,GOA,73,F,AFSCLL
2010,GOA,73,F,AFSCLL
2011,GOA,73,F,AFSCLL
2011,GOA,73,F,AFSCLL
2011,GOA,73,F,AFSCLL
2012,GOA,73,F,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,F,AFSCLL
2014,GOA,73,F,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2015,GOA,73,F,AFSCLL
2016,GOA,73,F,AFSCLL
2017,GOA,73,F,AFSCLL
2019,GOA,73,F,AFSCLL
2019,GOA,73,F,AFSCLL
2019,GOA,73,F,AFSCLL
2019,GOA,73,F,AFSCLL
2019,GOA,73,F,AFSCLL
2019,GOA,73,F,AFSCLL
2019,GOA,73,F,AFSCLL
2018,GOA,73,F,AFSCLL
2018,GOA,73,F,AFSCLL
2018,GOA,73,F,AFSCLL
2018,GOA,73,F,AFSCLL
2018,GOA,73,F,AFSCLL
2020,GOA,73,F,AFSCLL
2019,GOA,73,F,AFSCLL
2019,GOA,73,F,AFSCLL
2010,GOA,73,F,AFSCLL
2011,GOA,73,F,AFSCLL
2011,GOA,73,F,AFSCLL
2012,GOA,73,F,AFSCLL
2012,GOA,73,M,AFSCLL
2014,GOA,73,F,AFSCLL
2014,GOA,73,M,AFSCLL
2013,GOA,73,F,AFSCLL
2015,GOA,73,F,AFSCLL
2017,GOA,73,F,AFSCLL
2017,GOA,73,F,AFSCLL
2019,GOA,73,F,AFSCLL
2019,GOA,73,F,AFSCLL
2019,GOA,73,F,AFSCLL
2018,GOA,73,F,AFSCLL
2020,GOA,73,M,AFSCLL
2019,GOA,73,F,AFSCLL
2019,GOA,73,M,AFSCLL
2010,GOA,73,M,AFSCLL
2011,GOA,73,F,AFSCLL
2012,GOA,73,F,AFSCLL
2012,GOA,73,F,AFSCLL
2012,GOA,73,F,AFSCLL
2012,GOA,73,F,AFSCLL
2012,GOA,73,F,AFSCLL
2012,GOA,73,F,AFSCLL
2012,GOA,73,M,AFSCLL
2012,GOA,73,F,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,F,AFSCLL
2013,GOA,73,F,AFSCLL
2013,GOA,73,F,AFSCLL
2013,GOA,73,F,AFSCLL
2016,GOA,73,F,AFSCLL
2016,GOA,73,F,AFSCLL
2019,GOA,73,F,AFSCLL
2018,GOA,73,F,AFSCLL
2018,GOA,73,F,AFSCLL
2018,GOA,73,F,AFSCLL
2018,GOA,73,F,AFSCLL
2018,GOA,73,F,AFSCLL
2018,GOA,73,F,AFSCLL
2010,GOA,73,M,AFSCLL
2012,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,F,AFSCLL
2016,GOA,73,M,AFSCLL
2017,GOA,73,F,AFSCLL
2017,GOA,73,M,AFSCLL
2017,GOA,73,M,AFSCLL
2019,GOA,73,M,AFSCLL
2019,GOA,73,F,AFSCLL
2019,GOA,73,M,AFSCLL
2010,GOA,73,F,AFSCLL
2012,GOA,73,F,AFSCLL
2012,GOA,73,F,AFSCLL
2013,GOA,73,M,AFSCLL
2012,GOA,73,F,AFSCLL
2012,GOA,73,F,AFSCLL
2012,GOA,73,F,AFSCLL
2014,GOA,73,F,AFSCLL
2013,GOA,73,F,AFSCLL
2015,GOA,73,M,AFSCLL
2015,GOA,73,F,AFSCLL
2017,GOA,73,F,AFSCLL
2017,GOA,73,F,AFSCLL
2017,GOA,73,M,AFSCLL
2017,GOA,73,M,AFSCLL
2017,GOA,73,M,AFSCLL
2017,GOA,73,M,AFSCLL
2017,GOA,73,M,AFSCLL
2017,GOA,73,M,AFSCLL
2017,GOA,73,M,AFSCLL
2017,GOA,73,M,AFSCLL
2017,GOA,73,M,AFSCLL
2017,GOA,73,M,AFSCLL
2017,GOA,73,F,AFSCLL
2017,GOA,73,F,AFSCLL
2017,GOA,73,M,AFSCLL
2017,GOA,73,M,AFSCLL
2017,GOA,73,M,AFSCLL
2017,GOA,73,M,AFSCLL
2017,GOA,73,M,AFSCLL
2017,GOA,73,M,AFSCLL
2019,GOA,73,F,AFSCLL
2019,GOA,73,F,AFSCLL
2019,GOA,73,F,AFSCLL
2019,GOA,73,F,AFSCLL
2019,GOA,73,F,AFSCLL
2019,GOA,73,F,AFSCLL
2019,GOA,73,M,AFSCLL
2019,GOA,73,F,AFSCLL
2018,GOA,73,M,AFSCLL
2020,GOA,73,F,AFSCLL
2020,GOA,73,F,AFSCLL
2010,GOA,73,F,AFSCLL
2010,GOA,73,F,AFSCLL
2011,GOA,73,F,AFSCLL
2011,GOA,73,F,AFSCLL
2012,GOA,73,F,AFSCLL
2012,GOA,73,F,AFSCLL
2012,GOA,73,F,AFSCLL
2012,GOA,73,F,AFSCLL
2013,GOA,73,F,AFSCLL
2014,GOA,73,F,AFSCLL
2014,GOA,73,F,AFSCLL
2014,GOA,73,F,AFSCLL
2013,GOA,73,M,AFSCLL
2017,GOA,73,F,AFSCLL
2017,GOA,73,F,AFSCLL
2017,GOA,73,F,AFSCLL
2017,GOA,73,F,AFSCLL
2017,GOA,73,F,AFSCLL
2017,GOA,73,F,AFSCLL
2016,GOA,73,F,AFSCLL
2016,GOA,73,F,AFSCLL
2019,GOA,73,M,AFSCLL
2020,GOA,73,M,AFSCLL
2020,GOA,73,F,AFSCLL
2010,GOA,73,M,AFSCLL
2010,GOA,73,F,AFSCLL
2010,GOA,73,F,AFSCLL
2010,GOA,73,M,AFSCLL
2010,GOA,73,M,AFSCLL
2011,GOA,73,F,AFSCLL
2011,GOA,73,F,AFSCLL
2011,GOA,73,F,AFSCLL
2011,GOA,73,F,AFSCLL
2012,GOA,73,M,AFSCLL
2012,GOA,73,M,AFSCLL
2012,GOA,73,F,AFSCLL
2012,GOA,73,F,AFSCLL
2012,GOA,73,F,AFSCLL
2012,GOA,73,F,AFSCLL
2014,GOA,73,F,AFSCLL
2014,GOA,73,F,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2014,GOA,73,M,AFSCLL
2016,GOA,73,M,AFSCLL
2016,GOA,73,M,AFSCLL
2016,GOA,73,M,AFSCLL
2016,GOA,73,M,AFSCLL
2017,GOA,73,F,AFSCLL
2016,GOA,73,M,AFSCLL
2016,GOA,73,M,AFSCLL
2019,GOA,73,F,AFSCLL
2018,GOA,73,F,AFSCLL
2020,GOA,73,F,AFSCLL
1984,GOA,73,F,AFSCTWL
1996,GOA,73,M,AFSCTWL
2005,GOA,73,F,AFSCTWL
2005,GOA,73,F,AFSCTWL
2005,GOA,73,M,AFSCTWL
2003,GOA,73,F,AFSCTWL
2003,GOA,73,F,AFSCTWL
2003,GOA,73,M,AFSCTWL
2011,GOA,73,M,AFSCTWL
2011,GOA,73,F,AFSCTWL
2009,GOA,73,M,AFSCTWL
2015,GOA,73,F,AFSCTWL
2015,GOA,73,F,AFSCTWL
2009,GOA,73,M,AFSCTWL
2013,GOA,73,M,AFSCTWL
2013,GOA,73,F,AFSCTWL
2013,GOA,73,F,AFSCTWL
2013,GOA,73,F,AFSCTWL
2013,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2011,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2011,GOA,73,F,AFSCTWL
2011,GOA,73,F,AFSCTWL
2011,GOA,73,F,AFSCTWL
2011,GOA,73,F,AFSCTWL
2011,GOA,73,M,AFSCTWL
2009,GOA,73,M,AFSCTWL
2009,GOA,73,F,AFSCTWL
2019,GOA,73,F,AFSCTWL
2019,GOA,73,M,AFSCTWL
2017,GOA,73,F,AFSCTWL
2017,GOA,73,M,AFSCTWL
2017,GOA,73,M,AFSCTWL
2017,GOA,73,F,AFSCTWL
2017,GOA,73,F,AFSCTWL
2019,GOA,73,F,AFSCTWL
2019,GOA,73,M,AFSCTWL
2019,GOA,73,M,AFSCTWL
2017,GOA,73,F,AFSCTWL
2017,GOA,73,F,AFSCTWL
1999,GOA,73,M,AFSCTWL
1999,GOA,73,F,AFSCTWL
2005,GOA,73,M,AFSCTWL
2005,GOA,73,M,AFSCTWL
2007,GOA,73,F,AFSCTWL
2001,GOA,73,F,AFSCTWL
2003,GOA,73,F,AFSCTWL
2003,GOA,73,M,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,M,AFSCTWL
2015,GOA,73,M,AFSCTWL
2015,GOA,73,F,AFSCTWL
2015,GOA,73,M,AFSCTWL
2009,GOA,73,F,AFSCTWL
2013,GOA,73,F,AFSCTWL
2011,GOA,73,M,AFSCTWL
2013,GOA,73,M,AFSCTWL
2013,GOA,73,M,AFSCTWL
2013,GOA,73,M,AFSCTWL
2013,GOA,73,M,AFSCTWL
2013,GOA,73,M,AFSCTWL
2013,GOA,73,M,AFSCTWL
2007,GOA,73,M,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,M,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2011,GOA,73,M,AFSCTWL
2011,GOA,73,M,AFSCTWL
2011,GOA,73,M,AFSCTWL
2011,GOA,73,F,AFSCTWL
2009,GOA,73,M,AFSCTWL
2009,GOA,73,M,AFSCTWL
2019,GOA,73,M,AFSCTWL
2019,GOA,73,M,AFSCTWL
2015,GOA,73,F,AFSCTWL
2015,GOA,73,F,AFSCTWL
2005,GOA,73,M,AFSCTWL
2005,GOA,73,M,AFSCTWL
2005,GOA,73,F,AFSCTWL
2005,GOA,73,F,AFSCTWL
2005,GOA,73,F,AFSCTWL
2005,GOA,73,F,AFSCTWL
2005,GOA,73,M,AFSCTWL
2003,GOA,73,F,AFSCTWL
2003,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2009,GOA,73,M,AFSCTWL
2009,GOA,73,F,AFSCTWL
2009,GOA,73,F,AFSCTWL
2015,GOA,73,F,AFSCTWL
2015,GOA,73,F,AFSCTWL
2013,GOA,73,M,AFSCTWL
2013,GOA,73,M,AFSCTWL
2013,GOA,73,M,AFSCTWL
2013,GOA,73,M,AFSCTWL
2013,GOA,73,F,AFSCTWL
2013,GOA,73,F,AFSCTWL
2013,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2013,GOA,73,F,AFSCTWL
2013,GOA,73,F,AFSCTWL
2007,GOA,73,M,AFSCTWL
2007,GOA,73,M,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2011,GOA,73,F,AFSCTWL
2009,GOA,73,M,AFSCTWL
2015,GOA,73,M,AFSCTWL
2019,GOA,73,F,AFSCTWL
2017,GOA,73,F,AFSCTWL
1999,GOA,73,F,AFSCTWL
1999,GOA,73,F,AFSCTWL
2005,GOA,73,F,AFSCTWL
2005,GOA,73,F,AFSCTWL
2005,GOA,73,M,AFSCTWL
2005,GOA,73,M,AFSCTWL
2003,GOA,73,M,AFSCTWL
2003,GOA,73,M,AFSCTWL
2003,GOA,73,M,AFSCTWL
2003,GOA,73,M,AFSCTWL
2005,GOA,73,F,AFSCTWL
2001,GOA,73,F,AFSCTWL
2003,GOA,73,F,AFSCTWL
2003,GOA,73,F,AFSCTWL
2003,GOA,73,F,AFSCTWL
2003,GOA,73,F,AFSCTWL
2003,GOA,73,F,AFSCTWL
2009,GOA,73,F,AFSCTWL
2009,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2011,GOA,73,M,AFSCTWL
2011,GOA,73,F,AFSCTWL
2015,GOA,73,M,AFSCTWL
2013,GOA,73,M,AFSCTWL
2011,GOA,73,F,AFSCTWL
2011,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,M,AFSCTWL
2009,GOA,73,F,AFSCTWL
2009,GOA,73,M,AFSCTWL
2009,GOA,73,M,AFSCTWL
2009,GOA,73,F,AFSCTWL
2009,GOA,73,F,AFSCTWL
2019,GOA,73,F,AFSCTWL
2019,GOA,73,F,AFSCTWL
2017,GOA,73,M,AFSCTWL
2017,GOA,73,M,AFSCTWL
2019,GOA,73,M,AFSCTWL
1984,GOA,73,F,AFSCTWL
2005,GOA,73,F,AFSCTWL
1999,GOA,73,F,AFSCTWL
1999,GOA,73,F,AFSCTWL
2005,GOA,73,M,AFSCTWL
2005,GOA,73,F,AFSCTWL
2003,GOA,73,F,AFSCTWL
2003,GOA,73,M,AFSCTWL
2003,GOA,73,M,AFSCTWL
2005,GOA,73,M,AFSCTWL
2005,GOA,73,F,AFSCTWL
2005,GOA,73,F,AFSCTWL
2007,GOA,73,M,AFSCTWL
2001,GOA,73,F,AFSCTWL
2003,GOA,73,F,AFSCTWL
2003,GOA,73,M,AFSCTWL
2003,GOA,73,F,AFSCTWL
2003,GOA,73,F,AFSCTWL
2005,GOA,73,F,AFSCTWL
1999,GOA,73,F,AFSCTWL
1999,GOA,73,F,AFSCTWL
2003,GOA,73,F,AFSCTWL
2005,GOA,73,M,AFSCTWL
2005,GOA,73,M,AFSCTWL
2003,GOA,73,F,AFSCTWL
2003,GOA,73,M,AFSCTWL
2003,GOA,73,M,AFSCTWL
2013,GOA,73,F,AFSCTWL
2013,GOA,73,M,AFSCTWL
2007,GOA,73,M,AFSCTWL
2007,GOA,73,M,AFSCTWL
2009,GOA,73,F,AFSCTWL
2009,GOA,73,F,AFSCTWL
2009,GOA,73,F,AFSCTWL
2009,GOA,73,F,AFSCTWL
2009,GOA,73,M,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,M,AFSCTWL
2007,GOA,73,M,AFSCTWL
2009,GOA,73,F,AFSCTWL
2019,GOA,73,F,AFSCTWL
2019,GOA,73,F,AFSCTWL
2019,GOA,73,F,AFSCTWL
2019,GOA,73,M,AFSCTWL
2017,GOA,73,F,AFSCTWL
2017,GOA,73,F,AFSCTWL
2019,GOA,73,M,AFSCTWL
1996,GOA,73,M,AFSCTWL
1996,GOA,73,M,AFSCTWL
1996,GOA,73,F,AFSCTWL
1999,GOA,73,F,AFSCTWL
1999,GOA,73,F,AFSCTWL
2005,GOA,73,F,AFSCTWL
2005,GOA,73,M,AFSCTWL
2005,GOA,73,F,AFSCTWL
2005,GOA,73,F,AFSCTWL
2003,GOA,73,M,AFSCTWL
2003,GOA,73,M,AFSCTWL
2003,GOA,73,F,AFSCTWL
2003,GOA,73,F,AFSCTWL
2003,GOA,73,F,AFSCTWL
2003,GOA,73,F,AFSCTWL
2009,GOA,73,F,AFSCTWL
2009,GOA,73,M,AFSCTWL
2007,GOA,73,M,AFSCTWL
2007,GOA,73,M,AFSCTWL
2007,GOA,73,M,AFSCTWL
2009,GOA,73,F,AFSCTWL
2009,GOA,73,F,AFSCTWL
2009,GOA,73,F,AFSCTWL
2015,GOA,73,F,AFSCTWL
2015,GOA,73,M,AFSCTWL
2013,GOA,73,M,AFSCTWL
2011,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,M,AFSCTWL
2007,GOA,73,M,AFSCTWL
2015,GOA,73,F,AFSCTWL
2017,GOA,73,F,AFSCTWL
2017,GOA,73,M,AFSCTWL
2017,GOA,73,F,AFSCTWL
2017,GOA,73,M,AFSCTWL
2019,GOA,73,M,AFSCTWL
2019,GOA,73,F,AFSCTWL
1999,GOA,73,F,AFSCTWL
1999,GOA,73,F,AFSCTWL
1999,GOA,73,F,AFSCTWL
2005,GOA,73,F,AFSCTWL
2005,GOA,73,F,AFSCTWL
2005,GOA,73,F,AFSCTWL
2003,GOA,73,M,AFSCTWL
2005,GOA,73,M,AFSCTWL
2003,GOA,73,M,AFSCTWL
2003,GOA,73,F,AFSCTWL
2003,GOA,73,F,AFSCTWL
2003,GOA,73,F,AFSCTWL
2003,GOA,73,F,AFSCTWL
2005,GOA,73,F,AFSCTWL
2001,GOA,73,M,AFSCTWL
2003,GOA,73,F,AFSCTWL
2003,GOA,73,M,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2013,GOA,73,F,AFSCTWL
2013,GOA,73,M,AFSCTWL
2013,GOA,73,F,AFSCTWL
2011,GOA,73,M,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2011,GOA,73,F,AFSCTWL
2011,GOA,73,F,AFSCTWL
2007,GOA,73,M,AFSCTWL
2009,GOA,73,M,AFSCTWL
2009,GOA,73,M,AFSCTWL
2017,GOA,73,M,AFSCTWL
2015,GOA,73,M,AFSCTWL
2015,GOA,73,M,AFSCTWL
2015,GOA,73,M,AFSCTWL
2017,GOA,73,M,AFSCTWL
2005,GOA,73,M,AFSCTWL
1999,GOA,73,M,AFSCTWL
2003,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2003,GOA,73,M,AFSCTWL
2003,GOA,73,M,AFSCTWL
2009,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2011,GOA,73,F,AFSCTWL
2009,GOA,73,M,AFSCTWL
2015,GOA,73,M,AFSCTWL
2015,GOA,73,M,AFSCTWL
2009,GOA,73,F,AFSCTWL
2009,GOA,73,M,AFSCTWL
2013,GOA,73,F,AFSCTWL
2013,GOA,73,F,AFSCTWL
2009,GOA,73,F,AFSCTWL
2009,GOA,73,F,AFSCTWL
2011,GOA,73,M,AFSCTWL
2013,GOA,73,F,AFSCTWL
2013,GOA,73,F,AFSCTWL
2013,GOA,73,F,AFSCTWL
2013,GOA,73,F,AFSCTWL
2013,GOA,73,F,AFSCTWL
2013,GOA,73,F,AFSCTWL
2013,GOA,73,F,AFSCTWL
2013,GOA,73,F,AFSCTWL
2013,GOA,73,F,AFSCTWL
2013,GOA,73,F,AFSCTWL
2013,GOA,73,F,AFSCTWL
2011,GOA,73,F,AFSCTWL
2007,GOA,73,F,AFSCTWL
2009,GOA,73,M,AFSCTWL
2017,GOA,73,F,AFSCTWL
2019,GOA,73,M,AFSCTWL
2011,WC,74,M,IPHCLL
2011,WC,74,F,IPHCLL
2011,WC,74,F,IPHCLL
2011,WC,74,F,IPHCLL
2011,WC,74,F,IPHCLL
2011,WC,74,F,IPHCLL
2011,CAN,74,M,IPHCLL
2011,CAN,74,F,IPHCLL
2011,CAN,74,F,IPHCLL
2011,CAN,74,M,IPHCLL
2011,CAN,74,F,IPHCLL
2011,CAN,74,F,IPHCLL
2011,CAN,74,F,IPHCLL
2011,CAN,74,F,IPHCLL
2011,CAN,74,M,IPHCLL
2011,CAN,74,M,IPHCLL
2011,CAN,74,F,IPHCLL
2011,CAN,74,F,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,M,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,M,IPHCLL
2011,GOA,74,M,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,M,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,M,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,M,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,M,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,M,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,M,IPHCLL
2011,GOA,74,M,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,M,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,M,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,M,IPHCLL
2011,GOA,74,M,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,F,IPHCLL
2011,GOA,74,M,IPHCLL
2011,GOA,74,M,IPHCLL
2011,GOA,74,F,IPHCLL
2012,WC,74,F,IPHCLL
2012,WC,74,F,IPHCLL
2012,WC,74,M,IPHCLL
2012,WC,74,F,IPHCLL
2012,WC,74,M,IPHCLL
2012,WC,74,M,IPHCLL
2012,CAN,74,F,IPHCLL
2012,CAN,74,F,IPHCLL
2012,CAN,74,F,IPHCLL
2012,CAN,74,F,IPHCLL
2012,CAN,74,M,IPHCLL
2012,CAN,74,F,IPHCLL
2012,CAN,74,M,IPHCLL
2012,CAN,74,F,IPHCLL
2012,CAN,74,F,IPHCLL
2012,CAN,74,F,IPHCLL
2012,CAN,74,F,IPHCLL
2012,CAN,74,M,IPHCLL
2012,CAN,74,M,IPHCLL
2012,CAN,74,F,IPHCLL
2012,CAN,74,F,IPHCLL
2012,CAN,74,F,IPHCLL
2012,CAN,74,F,IPHCLL
2012,CAN,74,F,IPHCLL
2012,CAN,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,M,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,M,IPHCLL
2012,GOA,74,M,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,M,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,M,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,M,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,M,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,M,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,M,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,M,IPHCLL
2012,GOA,74,M,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,M,IPHCLL
2012,GOA,74,M,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2012,GOA,74,F,IPHCLL
2013,WC,74,F,IPHCLL
2013,WC,74,F,IPHCLL
2013,WC,74,F,IPHCLL
2013,WC,74,F,IPHCLL
2013,CAN,74,F,IPHCLL
2013,CAN,74,F,IPHCLL
2013,CAN,74,F,IPHCLL
2013,CAN,74,F,IPHCLL
2013,CAN,74,F,IPHCLL
2013,CAN,74,F,IPHCLL
2013,CAN,74,M,IPHCLL
2013,CAN,74,F,IPHCLL
2013,GOA,74,F,IPHCLL
2013,GOA,74,F,IPHCLL
2013,GOA,74,F,IPHCLL
2013,GOA,74,F,IPHCLL
2013,GOA,74,F,IPHCLL
2013,GOA,74,F,IPHCLL
2013,GOA,74,F,IPHCLL
2013,GOA,74,F,IPHCLL
2013,GOA,74,F,IPHCLL
2013,GOA,74,F,IPHCLL
2013,GOA,74,F,IPHCLL
2013,GOA,74,F,IPHCLL
2013,GOA,74,F,IPHCLL
2013,GOA,74,M,IPHCLL
2013,GOA,74,F,IPHCLL
2013,GOA,74,F,IPHCLL
2013,GOA,74,F,IPHCLL
2013,GOA,74,F,IPHCLL
2013,GOA,74,M,IPHCLL
2013,GOA,74,F,IPHCLL
2013,GOA,74,F,IPHCLL
2013,GOA,74,F,IPHCLL
2013,GOA,74,F,IPHCLL
2013,GOA,74,M,IPHCLL
2013,GOA,74,F,IPHCLL
